customer_id,customer_name,total_sales
BP-11185,Ben Peterman,3675.86
LP-17095,Liz Preis,3653.4
CS-12400,Christopher Schild,3651.86
EB-13705,Ed Braxton,3644.98
JP-15520,Jeremy Pistek,3635.59
SZ-20035,Sam Zeldin,3625.33
RH-19495,Rick Hansen,3621.38
TB-21175,Thomas Boland,3589.3
GM-14440,Gary McGarr,3582.82
DL-13495,Dionis Lloyd,3539.32
ES-14020,Erica Smith,3510.46
RW-19690,Robert Waldorf,3495.65
AG-10675,Anna Gayman,3489.04
ED-13885,Emily Ducich,3484.92
PW-19030,Pauline Webber,3454.92
SF-20200,Sarah Foster,3422.79
FC-14245,Frank Carlisle,3418.74
SH-19975,Sally Hughsby,3406.84
SG-20080,Sandra Glassco,3406.58
TS-21655,Trudy Schmidt,3368.09
SC-20020,Sam Craven,3362.96
VP-21760,Victoria Pisteka,3360.53
DJ-13630,Doug Jacobs,3356.4
DV-13465,Dianna Vittorini,3341.59
SF-20965,Sylvia Foulston,3336.54
DC-12850,Dan Campbell,3336.17
AP-10915,Arthur Prichep,3323.56
DK-13375,Dennis Kane,3318.49
KH-16330,Katharine Harms,3312.86
RF-19345,Randy Ferguson,3309.15
RR-19525,Rick Reed,3302.26
BD-11605,Brian Dahlen,3288.47
BS-11665,Brian Stugart,3288.11
RW-19630,Rob Williams,3279.75
DL-12925,Daniel Lacy,3272.2
DK-12835,Damala Kotsonis,3256.48
AS-10090,Adam Shillingsburg,3255.31
JO-15145,Jack O'Briant,3254.95
AH-10075,Adam Hart,3250.34
HG-14965,Henry Goldwyn,3247.64
LC-16960,Lindsay Castell,3246.63
CT-11995,Carol Triggs,3241.9
EB-13750,Edward Becker,3236.31
SR-20425,Sharelle Roach,3233.48
LW-16990,Lindsay Williams,3230.31
RS-19420,Ricardo Sperren,3221.29
AS-10285,Alejandro Savely,3214.24
MP-17470,Mark Packer,3206.13
CS-12355,Christine Sundaresam,3202.16
BT-11680,Brian Thompson,3196.75
DG-13300,Deirdre Greer,3195.82
JL-15505,Jeremy Lonsdale,3173.87
GM-14680,Greg Matthias,3163.63
JM-15250,Janet Martin,3159.12
CK-12205,Chloris Kastensmidt,3154.86
KB-16240,Karen Bern,3152.62
MS-17770,Maxwell Schwartz,3144.68
RD-19900,Ruben Dartt,3133.92
TN-21040,Tanja Norvell,3130.22
SN-20710,Steve Nguyen,3127.96
SG-20605,Speros Goranitis,3124.83
KH-16360,Katherine Hughes,3100.61
PG-18820,Patrick Gardner,3086.91
EH-14125,Eugene Hildebrand,3082.65
GM-14455,Gary Mitchum,3078.62
EB-14110,Eugene Barchas,3071.13
MG-18145,Mike Gockenbach,3061.54
TG-21310,Toby Gnade,3058.37
KT-16465,Kean Takahito,3057.1
SS-20410,Shahid Shariari,3056.81
SL-20155,Sara Luxemburg,3053.01
AS-10045,Aaron Smayling,3050.69
CA-12775,Cynthia Arntzen,3041.57
CS-11950,Carlos Soltero,3036.55
LS-16975,Lindsay Shagiari,2988.67
MH-18025,Michelle Huthwaite,2984.95
FA-14230,Frank Atkinson,2984.05
DB-13120,David Bremer,2973.09
NS-18640,Noel Staavos,2964.82
TM-21010,Tamara Manning,2955.23
CK-12325,Christine Kargatis,2945.32
TH-21115,Thea Hudgings,2942.77
LT-17110,Liz Thompson,2936.25
BC-11125,Becky Castell,2933.68
JK-16120,Julie Kriz,2932.48
SW-20455,Shaun Weien,2921.54
ML-17410,Maris LaWare,2921.5
RD-19585,Rob Dowd,2912.89
CY-12745,Craig Yedwab,2900.03
ND-18460,Neil Ducich,2893.46
MT-17815,Meg Tillman,2890.14
BF-11020,Barry Französisch,2888.51
DS-13180,David Smith,2881.81
PV-18985,Paul Van Hugh,2876.05
IM-15055,Ionia McGrath,2872.63
CC-12430,Chuck Clark,2870.05
CC-12685,Craig Carroll,2854.12
AW-10930,Arthur Wiediger,2852.97
EA-14035,Erin Ashbrook,2846.71
LS-16945,Linda Southworth,2845.27
DB-12970,Darren Budd,2839.23
JM-16195,Justin MacKendrick,2833.93
CV-12295,Christina VanderZanden,2830.63
TS-21610,Troy Staebel,2820.42
GH-14410,Gary Hansen,2819.47
BG-11035,Barry Gonzalez,2798.95
TB-21625,Trudy Brown,2797.67
RD-19660,Robert Dilbeck,2786.63
JC-15775,John Castell,2772.06
PF-19165,Philip Fox,2770.0
EB-13870,Emily Burns,2767.22
CS-12250,Chris Selesnick,2754.22
MM-18055,Michelle Moray,2749.88
KB-16585,Ken Black,2744.74
LL-16840,Lauren Leatherbury,2741.2
MC-17275,Marc Crier,2725.98
JL-15850,John Lucas,2725.26
ML-17395,Marina Lichtenstein,2722.84
JK-15370,Jay Kimmel,2709.63
JE-16165,Justin Ellison,2697.25
BT-11530,Bradley Talbott,2684.49
BO-11350,Bill Overfelt,2682.73
FO-14305,Frank Olsen,2678.44
NH-18610,Nicole Hansen,2673.29
RB-19435,Richard Bierner,2663.09
EJ-14155,Eva Jacobs,2656.69
DK-13090,Dave Kipp,2650.56
CA-12265,Christina Anderson,2648.29
LC-17140,Logan Currie,2633.58
RA-19285,Ralph Arnett,2617.91
KN-16390,Katherine Nockton,2617.27
SO-20335,Sean O'Donnell,2602.58
SU-20665,Stephanie Ulpright,2595.36
HA-14920,Helen Andreada,2584.16
AG-10270,Alejandro Grove,2582.9
LC-16870,Lena Cacioppo,2580.7
SC-20695,Steve Chapman,2576.41
NS-18505,Neola Schneider,2575.86
BT-11305,Beth Thompson,2567.66
EM-13810,Eleni McCrary,2567.01
MZ-17515,Mary Zewe,2564.91
BS-11755,Bruce Stewart,2562.38
DE-13255,Deanra Eno,2550.87
CC-12610,Corey Catlett,2540.63
AC-10615,Ann Chong,2537.69
CM-12160,Charles McCrossin,2533.31
HF-14995,Herbert Flentye,2533.16
FM-14380,Fred McMath,2523.27
JB-16045,Julia Barnett,2518.12
JS-16030,Joy Smith,2516.49
DJ-13510,Don Jones,2501.69
AH-10465,Amy Hunt,2495.39
PO-18865,Patrick O'Donnell,2493.21
NZ-18565,Nick Zandusky,2488.31
MN-17935,Michael Nguyen,2477.95
BP-11290,Beth Paige,2475.16
CC-12145,Charles Crestani,2471.65
NC-18340,Nat Carroll,2461.4
FM-14215,Filia McAdams,2456.64
MH-17455,Mark Hamilton,2456.18
BS-11590,Brendan Sweed,2454.93
VM-21685,Valerie Mitchum,2454.87
GZ-14545,George Zrebassa,2454.62
MA-17995,Michelle Arnett,2453.28
BP-11095,Bart Pistole,2442.04
MC-17590,Matt Collister,2426.07
TH-21100,Thea Hendricks,2422.82
MH-17290,Marc Harrigan,2394.03
DF-13135,David Flashing,2390.53
XP-21865,Xylona Preis,2374.66
CK-12595,Clytie Kelty,2372.75
JF-15415,Jennifer Ferguson,2371.45
CV-12805,Cynthia Voltz,2370.31
NR-18550,Nick Radford,2367.28
JG-15115,Jack Garza,2358.68
AG-10495,Andrew Gjertsen,2356.86
CL-12700,Craig Leslie,2353.59
MG-17680,Maureen Gastineau,2350.19
RF-19735,Roland Fjeld,2341.3
EM-13825,Elizabeth Moffitt,2339.6
DB-13210,Dean Braden,2332.58
CM-12235,Chris McAfee,2305.71
MK-17905,Michael Kennedy,2302.37
LH-16900,Lena Hernandez,2295.33
KN-16705,Kristina Nunn,2280.58
JF-15190,Jamie Frazer,2279.59
FH-14350,Fred Harton,2271.28
CC-12670,Craig Carreira,2269.7
BE-11410,Bobby Elias,2261.44
KM-16225,Kalyca Meade,2260.96
MC-17605,Matt Connell,2258.19
JH-16180,Justin Hirsh,2256.39
MY-17380,Maribeth Yedwab,2254.29
KD-16615,Ken Dana,2243.51
TS-21505,Tony Sayre,2243.27
JG-15310,Jason Gross,2240.58
LW-16825,Laurel Workman,2238.06
AR-10405,Allen Rosenblatt,2236.13
GG-14650,Greg Guthrie,2224.0
NC-18415,Nathan Cano,2218.99
MC-18100,Mick Crebagga,2218.98
DP-13105,Dave Poirier,2215.0
PF-19225,Phillip Flathmann,2206.13
MH-17785,Maya Herman,2203.78
JL-15235,Janet Lee,2203.7
JR-16210,Justin Ritter,2201.69
EN-13780,Edward Nazzal,2199.37
TB-21280,Toby Braunhardt,2198.45
GW-14605,Giulietta Weimer,2189.02
BT-11395,Bill Tyler,2186.61
PS-18760,Pamela Stobb,2181.48
SH-20395,Shahid Hopkins,2180.72
KN-16450,Kean Nguyen,2171.96
DB-12910,Daniel Byrd,2171.6
RP-19855,Roy Phan,2170.72
TS-21160,Theresa Swint,2163.62
HA-14905,Helen Abelman,2163.3
EJ-13720,Ed Jacobs,2162.17
NM-18520,Neoma Murray,2161.98
JD-15790,John Dryer,2152.35
CR-12580,Clay Rozendal,2148.85
DN-13690,Duane Noonan,2139.79
KC-16255,Karen Carlisle,2120.95
SH-20635,Stefanie Holloman,2096.39
LC-17050,Liz Carlisle,2095.06
RH-19600,Rob Haberlin,2085.74
TG-21640,Trudy Glocke,2074.66
ML-17755,Max Ludwig,2071.91
RB-19705,Roger Barcio,2067.45
TS-21430,Tom Stivers,2054.14
AF-10870,Art Ferguson,2052.91
CD-11920,Carlos Daly,2033.97
NF-18595,Nicole Fjeld,2031.47
DJ-13420,Denny Joy,2012.52
VB-21745,Victoria Brennan,2005.6
HP-14815,Harold Pawlan,1990.31
DB-13615,Doug Bickford,1989.05
PG-18895,Paul Gonzalez,1987.16
NB-18655,Nona Balk,1972.6
SW-20275,Scott Williamson,1966.65
LD-17005,Lisa DeCherney,1961.93
CB-12415,Christy Brittain,1949.2
TP-21565,Tracy Poddar,1936.64
JO-15280,Jas O'Carroll,1934.27
JF-15355,Jay Fein,1911.84
ME-17725,Max Engle,1908.45
SV-20935,Susan Vittorini,1903.49
KD-16345,Katherine Ducich,1888.96
GD-14590,Giulietta Dortch,1888.07
SG-20470,Sheri Gordon,1884.8
LR-17035,Lisa Ryan,1879.31
SC-20440,Shaun Chance,1875.0
BG-11695,Brooke Gillingham,1874.17
SP-20650,Stephanie Phelps,1872.44
NG-18355,Nat Gilpin,1869.58
CD-12790,Cynthia Delaney,1860.73
SN-20560,Skye Norling,1860.42
PR-18880,Patrick Ryan,1840.18
AJ-10945,Ashley Jarboe,1839.24
PC-18745,Pamela Coakley,1832.06
EG-13900,Emily Grady,1832.02
PJ-19015,Pauline Johnson,1824.23
NC-18625,Noah Childs,1821.74
JM-15265,Janet Molinari,1804.15
JB-15400,Jennifer Braxton,1791.61
AA-10480,Andrew Allen,1790.51
CC-12100,Chad Cunningham,1770.95
DS-13030,Darrin Sayre,1762.21
MF-18250,Monica Federle,1758.3
AH-10030,Aaron Hawkins,1744.7
LH-17155,Logan Haushalter,1739.69
BW-11200,Ben Wallace,1738.41
VT-21700,Valerie Takahito,1736.6
AH-10120,Adrian Hane,1735.51
MV-18190,Mike Vittorini,1734.57
JM-15535,Jessica Myrick,1733.44
BE-11455,Brad Eason,1727.65
DB-13405,Denny Blanton,1711.69
JP-16135,Julie Prescott,1707.71
TZ-21580,Tracy Zic,1707.29
BP-11155,Becky Pak,1697.86
DK-12985,Darren Koutras,1687.04
MO-17800,Meg O'Connel,1687.03
RA-19945,Ryan Akin,1686.92
KE-16420,Katrina Edelman,1686.73
CA-12055,Cathy Armstrong,1679.72
CM-11815,Candace McMahon,1673.89
JP-15460,Jennifer Patt,1669.14
CM-12115,Chad McGuire,1661.61
CC-12475,Cindy Chapman,1659.44
EB-13975,Erica Bern,1643.26
AP-10720,Anne Pryor,1638.55
AZ-10750,Annie Zypern,1622.02
MS-17710,Maurice Satty,1613.4
TB-21250,Tim Brockman,1602.38
CR-12730,Craig Reiter,1600.55
AH-10195,Alan Haines,1587.45
BF-11215,Benjamin Farhat,1585.16
CK-12760,Cyma Kinney,1582.11
MC-18130,Mike Caudle,1582.0
JL-15175,James Lanier,1571.52
KB-16315,Karl Braun,1569.46
GB-14530,George Bell,1568.44
ON-18715,Odella Nelson,1567.52
MV-17485,Mark Van Huff,1560.05
MB-17305,Maria Bertelson,1548.7
BD-11620,Brian DeCherney,1538.11
CH-12070,Cathy Hwang,1537.24
BD-11725,Bruce Degenhardt,1526.5
BV-11245,Benjamin Venier,1523.27
KA-16525,Kelly Andreada,1519.51
AB-10600,Ann Blume,1515.86
JG-15805,John Grady,1507.02
DL-12865,Dan Lawera,1503.11
ZD-21925,Zuschuss Donatelli,1493.94
CM-12190,Charlotte Melton,1475.14
LE-16810,Laurel Elliston,1469.45
TB-21055,Ted Butterfield,1467.88
PN-18775,Parhena Norris,1467.15
RK-19300,Ralph Kennedy,1460.19
BN-11515,Bradley Nguyen,1459.34
DL-13315,Delfina Latchford,1458.26
PB-19150,Philip Brown,1456.95
AG-10525,Andy Gerbode,1455.04
RM-19375,Raymond Messe,1453.47
PK-18910,Paul Knutson,1441.15
TD-20995,Tamara Dahlen,1434.55
JW-16075,Julia West,1428.73
MB-18085,Mick Brown,1428.23
TT-21220,Thomas Thornton,1427.04
CA-12310,Christine Abelman,1421.95
RD-19720,Roger Demir,1419.74
NL-18310,Nancy Lomonaco,1418.09
JS-15595,Jill Stevenson,1417.65
PM-18940,Paul MacIntyre,1405.4
GA-14725,Guy Armstrong,1398.38
CR-12820,Cyra Reiten,1397.87
NG-18430,Nathan Gelder,1395.94
JE-15475,Jeremy Ellison,1388.68
TB-21595,Troy Blackwell,1387.56
FG-14260,Frank Gastineau,1383.14
DM-13525,Don Miller,1376.79
GH-14485,Gene Hale,1361.24
SB-20170,Sarah Bern,1348.02
LM-17065,Liz MacKendrick,1346.77
MG-17695,Maureen Gnade,1342.28
SJ-20215,Sarah Jordon,1341.04
BM-11785,Bryan Mills,1338.84
BF-11005,Barry Franz,1333.88
SS-20140,Saphhira Shifley,1324.03
DM-12955,Dario Medina,1322.03
MT-18070,Michelle Tran,1319.45
SJ-20500,Shirley Jackson,1318.78
MM-17260,Magdelene Morse,1314.02
SP-20545,Sibella Parks,1306.09
MC-17575,Matt Collins,1303.89
EK-13795,Eileen Kiefer,1303.48
Co-12640,Corey-Lock,1300.08
DO-13435,Denny Ordway,1300.03
HR-14770,Hallie Redmond,1299.29
GR-14560,Georgia Rosenberg,1284.38
CS-11845,Cari Sayre,1278.95
PS-18970,Paul Stevenson,1278.64
SV-20815,Stuart Van,1271.09
DO-13645,Doug O'Connell,1267.32
CL-11890,Carl Ludwig,1262.01
LW-17125,Liz Willingham,1259.04
ME-18010,Michelle Ellison,1256.94
GM-14500,Gene McClure,1255.68
SC-20680,Steve Carroll,1254.64
MH-17620,Matt Hagelstein,1252.8
ER-13855,Elpida Rittenbach,1245.79
TC-21475,Tony Chapman,1244.98
JW-15955,Joni Wasserman,1244.09
MG-17875,Michael Grace,1242.83
NP-18685,Nora Pelletier,1228.7
PJ-18835,Patrick Jones,1220.09
EH-14005,Erica Hernandez,1219.53
JL-15130,Jack Lebron,1214.96
CD-12280,Christina DeMoss,1205.58
MD-17860,Michael Dominguez,1204.91
DW-13585,Dorothy Wardle,1204.85
EB-14170,Evan Bailliet,1186.33
BP-11230,Benjamin Patterson,1181.49
DC-13285,Debra Catini,1174.62
AT-10435,Alyssa Tate,1171.81
JR-15670,Jim Radford,1156.66
DB-13660,Duane Benoit,1155.2
CG-12520,Claire Gute,1148.78
KC-16675,Kimberly Carter,1146.05
RD-19810,Ross DeVincentis,1137.62
CW-11905,Carl Weiss,1136.59
JS-15685,Jim Sink,1131.06
DV-13045,Darrin Van Huff,1119.48
AB-10165,Alan Barnes,1113.84
TM-21490,Tony Molinari,1094.68
JO-15550,Jesus Ocampo,1090.84
SW-20245,Scot Wooten,1085.08
JF-15490,Jeremy Farry,1082.92
DB-13360,Dennis Bolton,1081.47
DW-13195,David Wiener,1080.75
CS-12490,Cindy Schnelling,1077.23
PC-19000,Pauline Chand,1061.49
DP-13165,David Philippe,1058.62
JC-15385,Jenna Caffey,1058.11
PO-19195,Phillina Ober,1056.86
AA-10375,Allen Armold,1056.39
VS-21820,Vivek Sundaresam,1055.98
AR-10345,Alex Russell,1055.69
DP-13000,Darren Powers,1050.64
DH-13675,Duane Huffman,1043.1
SM-20905,Susan MacKendrick,1043.04
EM-14095,Eudokia Martin,1041.04
TC-21145,Theresa Coyne,1038.26
MK-18160,Mike Kennedy,1031.6
TH-21235,Tiffany House,1022.2
SW-20350,Sean Wendt,1019.04
LS-17200,Luke Schmidt,1010.26
RB-19330,Randy Bradley,1008.2
LS-17245,Lynn Smith,1008.14
BG-11740,Bruce Geld,1006.36
VP-21730,Victor Preis,993.9
KB-16600,Ken Brennan,983.92
BP-11050,Barry Pond,983.42
TS-21340,Toby Swindell,974.78
RD-19930,Russell D'Ascenzo,970.94
AB-10150,Aimee Bixby,966.71
RC-19825,Roy Collins,966.41
SS-20875,Sung Shariari,964.64
JH-15910,Jonathan Howell,959.48
JF-15295,Jason Fortune-,955.12
RP-19270,Rachel Payne,954.65
BS-11800,Bryan Spruell,949.43
RF-19840,Roy Französisch,945.22
EB-13930,Eric Barreto,944.6
MF-17665,Maureen Fritzler,937.04
EM-13960,Eric Murdock,933.7
AC-10420,Alyssa Crouse,925.8
EH-14185,Evan Henry,923.88
MO-17500,Mary O'Rourke,922.49
AB-10255,Alejandro Ballentine,914.53
KB-16405,Katrina Bavinger,908.82
CG-12040,Catherine Glotzbach,904.47
SC-20575,Sonia Cooley,902.73
JB-15925,Joni Blumstein,900.55
HZ-14950,Henia Zydlo,886.52
AB-10015,Aaron Bergman,886.16
RC-19960,Ryan Crowe,885.75
CS-12130,Chad Sievert,884.64
HE-14800,Harold Engle,883.53
SK-19990,Sally Knutson,883.41
RE-19450,Richard Eichhorn,876.7
JM-15655,Jim Mitchum,864.95
JR-15700,Jocasta Rupert,863.88
AF-10885,Art Foster,861.57
JC-16105,Julie Creighton,858.58
MS-17980,Michael Stewart,855.12
VF-21715,Vicky Freymann,847.94
VG-21790,Vivek Gonzalez,846.01
CS-12175,Charles Sheldon,844.46
TB-21355,Todd Boyes,834.33
AS-10630,Ann Steele,833.4
EH-13990,Erica Hackney,825.95
TB-21190,Thomas Brumley,816.17
AM-10360,Alice McCarthy,814.01
BM-11575,Brendan Murry,808.16
DK-13150,David Kendrick,797.83
MC-17635,Matthew Clasen,795.15
BF-11275,Beth Fritzler,791.99
HG-14845,Harry Greene,785.63
MG-17890,Michael Granlund,776.38
MM-18280,Muhammed MacIntyre,775.41
SF-20065,Sandra Flanagan,763.55
SW-20755,Steven Ward,758.7
LP-17080,Liz Pelletier,756.61
Dl-13600,Dorris liebe,755.6
IG-15085,Ivan Gibson,744.57
BB-10990,Barry Blumstein,744.34
TC-21535,Tracy Collins,742.56
ML-18040,Michelle Lonsdale,742.08
RH-19555,Ritsa Hightower,740.38
PB-18805,Patrick Bzostek,740.36
AH-10585,Angele Hood,738.5
HM-14980,Henry MacAllister,736.28
PH-18790,Patricia Hirasaki,729.65
PA-19060,Pete Armstrong,729.41
JJ-15445,Jennifer Jackson,709.18
JD-16060,Julia Dunbar,695.44
PB-19105,Peter Bühler,688.32
EH-13945,Eric Hoffmann,684.17
TR-21325,Toby Ritter,675.94
AG-10330,Alex Grayson,660.97
BK-11260,Berenike Kampe,659.14
BD-11770,Bryan Davis,658.47
AC-10660,Anna Chung,657.32
AW-10840,Anthony Witt,649.38
LO-17170,Lori Olson,644.35
JB-16000,Joy Bell-,644.12
CD-11980,Carol Darley,639.77
MR-17545,Mathew Reese,639.18
AJ-10960,Astrea Jones,629.25
RR-19315,Ralph Ritter,615.93
SS-20515,Shirley Schmidt,613.4
BT-11440,Bobby Trafton,603.88
BF-10975,Barbara Fisher,599.8
MZ-17335,Maria Zettner,593.61
DL-13330,Denise Leinenbach,585.02
AS-10240,Alan Shonely,584.61
BD-11635,Brian Derr,582.65
NK-18490,Neil Knudson,572.05
CM-11935,Carlos Meador,565.39
CS-12460,Chuck Sachs,550.64
CS-11860,Cari Schnelling,537.63
JH-15820,John Huston,528.91
