customer_id,customer_name,order_id,sales
BE-11335,Bill Eplett,CA-2017-137596,1928.78
FC-14245,Frank Carlisle,CA-2016-147256,1927.59
RW-19690,Robert Waldorf,CA-2017-167752,1924.16
CC-12145,Charles Crestani,CA-2015-121797,1919.98
HG-14965,Henry Goldwyn,US-2017-122714,1889.99
TT-21460,Tonja Turnell,CA-2017-141439,1879.96
VP-21760,Victoria Pisteka,CA-2017-159100,1875.26
JK-15205,Jamie Kunitz,CA-2015-125976,1871.88
SC-20050,Sample Company A,US-2014-131275,1856.19
IM-15070,Irene Maddox,CA-2014-120768,1819.86
DL-13495,Dionis Lloyd,US-2017-117723,1801.63
SM-20950,Suzanne McNair,CA-2014-122931,1801.63
JD-15790,John Dryer,CA-2015-134719,1801.63
JG-15115,Jack Garza,US-2014-135972,1799.97
KT-16480,Kean Thornton,CA-2014-116666,1799.97
AC-10450,Amy Cox,CA-2017-141789,1793.98
SC-20380,Shahid Collister,CA-2017-142090,1781.68
BB-11545,Brenda Bowman,US-2017-118941,1779.9
AJ-10780,Anthony Jacobs,CA-2014-141313,1737.18
BH-11710,Brosina Hoffman,CA-2014-115812,1706.18
DJ-13630,Doug Jacobs,CA-2017-115602,1704.56
GB-14575,Giulietta Baptist,CA-2015-158421,1690.04
KM-16375,Katherine Murray,CA-2014-133592,1687.8
LW-16990,Lindsay Williams,US-2016-102239,1685.88
SP-20860,Sung Pak,US-2016-163881,1684.75
AI-10855,Arianne Irving,CA-2014-131387,1679.96
RD-19480,Rick Duston,CA-2014-108147,1676.88
CR-12580,Clay Rozendal,US-2017-105998,1673.18
MC-17845,Michael Chen,CA-2017-148446,1669.6
MP-17965,Michael Paige,CA-2016-142335,1652.94
MM-17920,Michael Moore,US-2016-121013,1652.94
NM-18520,Neoma Murray,CA-2016-153598,1649.95
GZ-14545,George Zrebassa,US-2017-167318,1649.95
BE-11410,Bobby Elias,CA-2016-125220,1649.75
FC-14335,Fred Chung,CA-2017-107517,1640.7
TH-21550,Tracy Hopkins,US-2017-120390,1633.19
BM-11650,Brian Moss,CA-2017-152912,1633.14
TC-21295,Toby Carlisle,CA-2014-151330,1628.82
AR-10825,Anthony Rawles,CA-2017-118724,1626.19
SG-20605,Speros Goranitis,US-2015-127040,1619.91
JS-15880,John Stevenson,US-2015-126214,1618.37
DC-12850,Dan Campbell,CA-2017-128363,1614.58
AM-10705,Anne McFarland,CA-2014-145387,1604.9
DJ-13510,Don Jones,CA-2016-128594,1603.14
MA-17995,Michelle Arnett,CA-2016-152247,1603.14
JF-15565,Jill Fjeld,CA-2016-102162,1599.92
RO-19780,Rose O'Brian,CA-2015-155600,1598.06
BO-11350,Bill Overfelt,CA-2016-105207,1592.85
TP-21130,Theone Pippenger,CA-2017-120376,1586.69
CP-12340,Christine Phan,US-2014-148838,1579.75
RD-19660,Robert Dilbeck,CA-2017-103877,1577.94
AH-10210,Alan Hwang,CA-2017-146983,1577.94
PV-18985,Paul Van Hugh,CA-2017-105914,1575.14
PC-18745,Pamela Coakley,CA-2014-150245,1573.49
JO-15145,Jack O'Briant,US-2016-100461,1565.88
CB-12535,Claudia Bergmann,US-2016-165505,1564.29
TH-21115,Thea Hudgings,CA-2016-125087,1554.94
SC-20260,Scott Cohen,CA-2015-111514,1552.83
DB-13120,David Bremer,CA-2015-101889,1548.99
SP-20920,Susan Pistek,CA-2016-124590,1537.07
NC-18415,Nathan Cano,CA-2017-131254,1525.19
EB-13750,Edward Becker,CA-2015-166947,1522.64
ZC-21910,Zuschuss Carroll,CA-2015-115567,1516.2
MH-18025,Michelle Huthwaite,CA-2017-103212,1504.52
TH-21100,Thea Hendricks,CA-2014-153850,1502.38
FM-14290,Frank Merwin,CA-2016-114867,1499.97
EM-14140,Eugene Moren,CA-2016-139997,1499.95
MG-17680,Maureen Gastineau,US-2017-109316,1497.67
AR-10405,Allen Rosenblatt,US-2017-134481,1488.42
BT-11305,Beth Thompson,CA-2014-166954,1487.04
JL-15505,Jeremy Lonsdale,CA-2017-156776,1473.1
JF-15415,Jennifer Ferguson,US-2017-142188,1471.96
DJ-13420,Denny Joy,CA-2016-123540,1454.9
IL-15100,Ivan Liston,CA-2017-143063,1454.49
GA-14515,George Ashbrook,CA-2015-155306,1447.65
FO-14305,Frank Olsen,CA-2014-132612,1441.3
AS-10045,Aaron Smayling,CA-2017-162691,1439.98
CB-12415,Christy Brittain,CA-2016-147417,1439.98
DF-13135,David Flashing,CA-2016-168032,1439.97
SL-20155,Sara Luxemburg,CA-2017-145884,1439.92
GM-14680,Greg Matthias,CA-2014-103310,1432.0
MH-17455,Mark Hamilton,US-2016-143448,1424.9
SJ-20125,Sanjit Jacobs,CA-2017-105669,1415.76
DE-13255,Deanra Eno,CA-2015-153381,1408.1
TM-21010,Tamara Manning,CA-2015-147788,1406.86
SH-20635,Stefanie Holloman,CA-2014-124247,1403.92
SF-20965,Sylvia Foulston,CA-2016-146913,1403.92
CM-12235,Chris McAfee,CA-2016-155845,1399.94
PJ-19015,Pauline Johnson,CA-2017-143686,1399.93
VD-21670,Valerie Dominguez,CA-2015-113145,1399.93
LD-17005,Lisa DeCherney,CA-2014-124856,1395.54
AS-10225,Alan Schoenberger,CA-2014-110408,1394.95
BG-11035,Barry Gonzalez,CA-2015-141565,1369.76
OT-18730,Olvera Toch,CA-2016-107783,1369.76
TS-21430,Tom Stivers,CA-2014-111192,1367.84
JK-15730,Joe Kamberova,CA-2016-105256,1363.96
RL-19615,Rob Lucas,CA-2016-144764,1362.9
KL-16555,Kelly Lampkin,CA-2017-147760,1359.96
AH-10465,Amy Hunt,CA-2015-141243,1352.4
MW-18220,Mitch Webber,CA-2014-125997,1349.91
EN-13780,Edward Nazzal,CA-2016-165848,1349.85
EM-13810,Eleni McCrary,CA-2015-113404,1348.7
ND-18460,Neil Ducich,CA-2017-107167,1347.52
KH-16510,Keith Herrera,CA-2017-117457,1336.83
AG-10270,Alejandro Grove,CA-2016-105732,1336.44
RR-19525,Rick Reed,CA-2014-126403,1325.85
BD-11605,Brian Dahlen,CA-2014-157147,1325.85
CL-12700,Craig Leslie,CA-2016-149279,1325.76
GM-14440,Gary McGarr,CA-2014-154893,1325.76
AA-10645,Anna Andreadi,CA-2015-110863,1323.9
DB-13060,Dave Brooks,CA-2014-128146,1322.93
KC-16255,Karen Carlisle,US-2016-138408,1319.96
ES-14080,Erin Smith,CA-2017-127397,1319.8
FP-14320,Frank Preis,CA-2016-111213,1317.49
DL-12925,Daniel Lacy,US-2014-115196,1299.99
BS-11665,Brian Stugart,CA-2016-101791,1297.37
SG-20080,Sandra Glassco,CA-2015-164882,1295.84
DK-13225,Dean Katz,CA-2017-100650,1295.78
VM-21685,Valerie Mitchum,US-2016-150140,1294.75
EB-13705,Ed Braxton,CA-2016-128223,1293.49
TB-21280,Toby Braunhardt,CA-2016-134887,1287.45
KB-16240,Karen Bern,CA-2017-162015,1287.45
PW-19030,Pauline Webber,CA-2017-116988,1287.45
AC-10615,Ann Chong,CA-2017-157987,1282.41
TN-21040,Tanja Norvell,CA-2016-109869,1272.63
BF-11170,Ben Ferrer,CA-2016-159891,1270.99
JB-16045,Julia Barnett,CA-2016-139269,1267.65
PF-19165,Philip Fox,CA-2016-162355,1266.86
JG-15160,James Galang,CA-2015-157084,1265.85
RF-19345,Randy Ferguson,CA-2016-163167,1263.3
RS-19765,Roland Schwarz,CA-2014-106726,1261.33
CD-11920,Carlos Daly,CA-2017-111556,1259.97
KH-16630,Ken Heidel,CA-2015-109575,1259.93
SS-20410,Shahid Shariari,CA-2015-119879,1252.7
VW-21775,Victoria Wilson,CA-2017-128265,1247.64
NH-18610,Nicole Hansen,CA-2017-122693,1245.86
HP-14815,Harold Pawlan,CA-2017-111689,1242.9
CA-12775,Cynthia Arntzen,CA-2014-140858,1228.47
CM-12715,Craig Molinari,CA-2015-133585,1228.0
MC-17590,Matt Collister,CA-2014-127446,1218.74
NP-18325,Naresj Patel,CA-2015-131338,1217.57
SW-20455,Shaun Weien,CA-2015-153423,1217.57
RA-19885,Ruben Ausman,US-2014-118997,1215.92
TS-21610,Troy Staebel,CA-2017-105214,1212.96
KH-16360,Katherine Hughes,US-2017-158526,1207.84
CC-12610,Corey Catlett,CA-2014-124688,1202.94
LR-16915,Lena Radford,CA-2014-131450,1199.98
EB-14110,Eugene Barchas,CA-2016-121370,1199.98
RA-19285,Ralph Arnett,CA-2015-111780,1199.96
EK-13795,Eileen Kiefer,CA-2014-111871,1198.33
LL-16840,Lauren Leatherbury,CA-2015-137974,1196.86
AJ-10795,Anthony Johnson,CA-2017-142342,1194.17
CV-12295,Christina VanderZanden,US-2014-137869,1184.72
MH-18115,Mick Hernandez,CA-2017-121839,1169.69
SC-20440,Shaun Chance,CA-2015-103835,1158.12
MH-17620,Matt Hagelstein,CA-2017-130841,1145.6
PK-18910,Paul Knutson,CA-2016-158099,1141.47
CK-12325,Christine Kargatis,US-2014-125521,1139.92
KN-16705,Kristina Nunn,CA-2017-126067,1137.75
RS-19420,Ricardo Sperren,US-2014-117968,1133.35
CH-12070,Cathy Hwang,CA-2016-109344,1127.98
TG-21640,Trudy Glocke,CA-2014-130428,1125.49
JL-15850,John Lucas,CA-2015-142944,1119.98
BP-11185,Ben Peterman,CA-2017-130036,1119.89
AW-10930,Arthur Wiediger,CA-2016-136812,1117.92
MP-18175,Mike Pelletier,CA-2014-119151,1117.92
MG-18145,Mike Gockenbach,CA-2017-108574,1115.91
SC-20725,Steven Cartwright,US-2015-161991,1114.4
RW-19630,Rob Williams,CA-2016-142958,1114.27
BS-11590,Brendan Sweed,CA-2014-106376,1113.02
LB-16795,Laurel Beltran,US-2016-155768,1112.94
BT-11395,Bill Tyler,CA-2015-110016,1106.91
PF-19225,Phillip Flathmann,CA-2016-114972,1101.48
GD-14590,Giulietta Dortch,CA-2017-150420,1099.5
GH-14485,Gene Hale,CA-2016-117590,1097.54
MG-17650,Matthew Grinstein,CA-2014-166471,1091.17
JP-15520,Jeremy Pistek,CA-2017-117324,1089.75
DH-13075,Dave Hallsten,CA-2015-159534,1087.94
MD-17350,Maribeth Dona,CA-2014-114251,1080.1
RB-19705,Roger Barcio,CA-2017-152975,1079.85
TB-21625,Trudy Brown,US-2017-165456,1079.32
KN-16450,Kean Nguyen,CA-2014-154599,1075.09
LC-17140,Logan Currie,CA-2017-162789,1071.0
PM-18940,Paul MacIntyre,CA-2016-102092,1056.86
MY-18295,Muhammed Yedwab,CA-2014-105984,1049.97
RD-19585,Rob Dowd,CA-2014-164315,1049.93
EJ-13720,Ed Jacobs,CA-2017-123085,1049.44
RB-19465,Rick Bensley,CA-2016-115917,1049.2
LS-16975,Lindsay Shagiari,CA-2017-117702,1049.2
FM-14215,Filia McAdams,US-2017-164056,1048.35
EB-13870,Emily Burns,CA-2015-106320,1044.63
SG-20470,Sheri Gordon,US-2017-102890,1044.63
MK-17905,Michael Kennedy,CA-2016-155516,1043.92
JP-15460,Jennifer Patt,CA-2016-158001,1040.8
CK-12205,Chloris Kastensmidt,CA-2017-110443,1039.99
JO-15280,Jas O'Carroll,CA-2015-130890,1038.84
BF-11020,Barry Französisch,CA-2015-145758,1035.8
JM-15265,Janet Molinari,CA-2016-105816,1029.95
GR-14560,Georgia Rosenberg,US-2014-123183,1025.88
AS-10090,Adam Shillingsburg,CA-2015-127509,1024.38
AG-10900,Arthur Gainer,US-2014-119137,1023.94
BP-11230,Benjamin Patterson,CA-2015-135174,1022.97
TG-21310,Toby Gnade,CA-2016-146633,1016.79
KB-16585,Ken Black,CA-2014-153913,1013.83
TD-20995,Tamara Dahlen,US-2016-167339,1013.49
PO-19180,Philisse Overcash,CA-2016-147375,1007.98
PC-19000,Pauline Chand,CA-2015-153388,1004.98
GH-14410,Gary Hansen,CA-2017-163006,1001.58
NP-18685,Nora Pelletier,CA-2015-156104,999.98
CB-12025,Cassandra Brandow,CA-2015-146563,999.43
BT-11680,Brian Thompson,CA-2014-121629,998.85
CC-12685,Craig Carroll,CA-2015-140984,991.2
BP-11155,Becky Pak,CA-2015-158491,989.97
MN-17935,Michael Nguyen,CA-2017-100097,979.95
KM-16720,Kunst Miller,CA-2017-167395,979.95
MC-17275,Marc Crier,CA-2014-107818,975.92
GZ-14470,Gary Zandusky,CA-2016-131737,971.5
DP-13105,Dave Poirier,CA-2016-162390,968.74
KT-16465,Kean Takahito,CA-2014-146283,966.7
DK-13375,Dennis Kane,US-2016-111290,965.85
CS-11845,Cari Sayre,CA-2017-131828,963.14
JW-16075,Julia West,CA-2015-120621,962.08
AH-10195,Alan Haines,CA-2016-112697,961.48
DB-13615,Doug Bickford,CA-2015-137946,959.98
SU-20665,Stephanie Ulpright,CA-2017-157966,959.98
DK-13090,Dave Kipp,CA-2017-100622,959.98
EB-13975,Erica Bern,US-2016-164630,959.97
SO-20335,Sean O'Donnell,US-2015-108966,957.58
EP-13915,Emily Phan,US-2016-131611,956.66
SV-20815,Stuart Van,CA-2015-126697,946.34
SH-20395,Shahid Hopkins,CA-2014-165764,945.04
DB-13555,Dorothy Badders,CA-2017-115882,942.78
JL-15130,Jack Lebron,CA-2017-150910,934.96
FH-14275,Frank Hawley,CA-2017-104640,931.18
CC-12670,Craig Carreira,CA-2017-112753,917.92
NF-18595,Nicole Fjeld,US-2015-139675,915.14
DB-12910,Daniel Byrd,CA-2016-101672,915.14
TS-21655,Trudy Schmidt,CA-2017-147207,913.43
CA-12265,Christina Anderson,CA-2015-120362,912.75
MD-17860,Michael Dominguez,CA-2017-154410,909.12
JM-15250,Janet Martin,CA-2017-128853,908.82
BS-11380,Bill Stewart,US-2017-112347,906.68
CR-12730,Craig Reiter,CA-2017-116519,904.9
MC-18130,Mike Caudle,CA-2016-129868,902.71
EJ-14155,Eva Jacobs,CA-2016-142594,901.95
JK-16120,Julie Kriz,CA-2016-150945,900.08
DV-13465,Dianna Vittorini,CA-2015-146486,899.95
DR-12880,Dan Reichenbach,CA-2015-103933,899.91
MP-17470,Mark Packer,CA-2015-102281,899.14
AB-10600,Ann Blume,US-2017-155425,899.14
AT-10435,Alyssa Tate,CA-2017-102407,896.33
CY-12745,Craig Yedwab,CA-2017-130302,895.94
WB-21850,William Brown,CA-2017-138149,895.92
BT-11530,Bradley Talbott,CA-2017-117212,892.22
DB-13210,Dean Braden,CA-2016-158778,887.27
NS-18505,Neola Schneider,CA-2017-153045,887.27
DP-13165,David Philippe,CA-2014-112158,883.92
LT-17110,Liz Thompson,US-2014-165659,881.93
SW-20275,Scott Williamson,CA-2016-127761,881.93
ER-13855,Elpida Rittenbach,CA-2016-162236,876.3
DK-12835,Damala Kotsonis,CA-2017-139199,872.94
CT-11995,Carol Triggs,CA-2014-166086,872.32
CD-12790,Cynthia Delaney,CA-2016-124352,868.59
DB-12970,Darren Budd,CA-2016-110975,866.65
LC-17050,Liz Carlisle,CA-2016-118514,866.4
MV-18190,Mike Vittorini,CA-2016-127698,863.93
JR-15700,Jocasta Rupert,CA-2017-117079,863.88
RD-19900,Ruben Dartt,CA-2016-140382,862.34
KD-16345,Katherine Ducich,CA-2015-145814,861.76
DK-12895,Dana Kaydos,CA-2015-105627,860.93
FA-14230,Frank Atkinson,CA-2017-122364,859.2
SB-20170,Sarah Bern,CA-2017-108441,858.24
CV-12805,Cynthia Voltz,US-2016-144057,856.66
LS-16945,Linda Southworth,CA-2016-114727,854.35
BE-11455,Brad Eason,US-2017-166324,848.54
JH-16180,Justin Hirsh,CA-2015-138898,845.73
BG-11695,Brooke Gillingham,US-2016-162852,845.49
SV-20785,Stewart Visinsky,CA-2015-112130,844.12
JK-15625,Jim Karlsson,CA-2015-113152,843.9
AP-10915,Arthur Prichep,CA-2016-168893,842.94
DN-13690,Duane Noonan,CA-2016-114860,842.72
JL-15175,James Lanier,CA-2017-128734,842.38
JF-15355,Jay Fein,CA-2015-132486,842.35
AH-10075,Adam Hart,CA-2016-149797,841.57
NZ-18565,Nick Zandusky,US-2014-106299,838.38
MS-17770,Maxwell Schwartz,CA-2016-150350,837.6
MG-17695,Maureen Gnade,US-2016-142685,835.17
KH-16330,Katharine Harms,CA-2014-140396,833.94
ML-17410,Maris LaWare,CA-2014-125556,832.93
RK-19300,Ralph Kennedy,CA-2015-160472,831.2
PJ-18835,Patrick Jones,CA-2015-154746,826.11
JM-16195,Justin MacKendrick,CA-2014-160094,826.0
GM-14455,Gary Mitchum,CA-2017-151981,824.95
ZD-21925,Zuschuss Donatelli,CA-2016-152471,823.96
SC-20680,Steve Carroll,US-2015-164308,821.94
EB-14170,Evan Bailliet,CA-2014-111962,807.75
BW-11200,Ben Wallace,CA-2014-109897,806.34
MY-17380,Maribeth Yedwab,US-2016-105578,801.57
ME-18010,Michelle Ellison,CA-2014-116932,801.57
MA-17560,Matt Abelman,CA-2015-143105,799.98
FH-14350,Fred Harton,CA-2017-104801,799.96
JM-15535,Jessica Myrick,CA-2016-157259,799.56
MG-17875,Michael Grace,CA-2015-124975,796.43
DM-12955,Dario Medina,CA-2014-141649,795.41
LR-17035,Lisa Ryan,CA-2015-102876,791.96
JC-15385,Jenna Caffey,CA-2017-108560,786.48
JS-15595,Jill Stevenson,CA-2016-153318,783.96
CL-11890,Carl Ludwig,CA-2017-121888,782.94
BS-11755,Bruce Stewart,CA-2014-103373,779.8
MH-17290,Marc Harrigan,US-2017-141558,776.85
DM-13525,Don Miller,CA-2015-132465,772.68
JE-15475,Jeremy Ellison,CA-2016-133795,772.47
TB-21190,Thomas Brumley,CA-2014-163447,767.21
MM-18055,Michelle Moray,US-2017-124968,765.63
MC-18100,Mick Crebagga,CA-2014-101602,763.28
SN-20560,Skye Norling,CA-2017-152093,762.59
VB-21745,Victoria Brennan,CA-2016-120369,756.8
LW-17125,Liz Willingham,CA-2016-157280,756.8
TB-21595,Troy Blackwell,CA-2016-156300,754.45
JL-15235,Janet Lee,CA-2017-137631,751.98
SJ-20500,Shirley Jackson,CA-2016-157336,751.92
EH-14125,Eugene Hildebrand,US-2015-154389,748.75
CS-12400,Christopher Schild,CA-2016-133816,743.99
RB-19435,Richard Bierner,CA-2017-153871,735.98
CG-12520,Claire Gute,CA-2016-152156,731.94
MH-17785,Maya Herman,CA-2014-124702,730.2
NC-18625,Noah Childs,US-2016-100839,727.45
MO-17800,Meg O'Connel,CA-2017-157931,723.92
HZ-14950,Henia Zydlo,CA-2017-124765,723.92
MO-17500,Mary O'Rourke,CA-2016-102981,722.35
DV-13045,Darrin Van Huff,CA-2017-168389,721.88
SC-20770,Stewart Carmichael,CA-2017-112529,718.12
KD-16615,Ken Dana,US-2015-129007,717.72
JR-16210,Justin Ritter,CA-2015-142202,717.12
SC-20695,Steve Chapman,CA-2015-158659,714.3
JC-15775,John Castell,CA-2016-118626,705.54
NC-18340,Nat Carroll,CA-2017-111332,704.76
RH-19555,Ritsa Hightower,CA-2016-164574,704.76
JG-15805,John Grady,CA-2016-100790,704.25
ME-17725,Max Engle,CA-2017-143756,701.96
RP-19855,Roy Phan,CA-2015-154326,699.98
AC-10420,Alyssa Crouse,CA-2014-129924,698.35
JG-15310,Jason Gross,CA-2017-119578,695.16
BF-11215,Benjamin Farhat,CA-2016-154662,692.94
HR-14770,Hallie Redmond,CA-2015-103954,687.4
CC-12475,Cindy Chapman,CA-2016-158260,686.4
PH-18790,Patricia Hirasaki,CA-2017-113558,683.95
BC-11125,Becky Castell,CA-2017-113530,681.41
CM-12115,Chad McGuire,CA-2017-100524,677.58
BD-11725,Bruce Degenhardt,CA-2017-146192,675.06
MC-17605,Matt Connell,US-2014-161613,674.06
HA-14920,Helen Andreada,CA-2015-110744,671.93
AH-10030,Aaron Hawkins,CA-2015-130113,668.16
ML-17755,Max Ludwig,US-2017-120089,663.94
TS-21505,Tony Sayre,CA-2014-134551,662.88
AF-10870,Art Ferguson,CA-2016-146934,662.84
BF-11005,Barry Franz,CA-2017-103380,659.98
Dl-13600,Dorris liebe,CA-2016-120530,658.75
RB-19330,Randy Bradley,CA-2014-159835,657.93
CK-12760,Cyma Kinney,US-2017-117247,652.45
TP-21565,Tracy Poddar,CA-2016-163328,650.35
SC-20575,Sonia Cooley,CA-2014-136644,647.84
LM-17065,Liz MacKendrick,US-2015-120161,646.78
CS-12250,Chris Selesnick,CA-2014-162775,646.74
DK-12985,Darren Koutras,CA-2014-163034,646.2
BV-11245,Benjamin Venier,CA-2015-156734,643.14
