customer_id,customer_name,total_value,quartile,quartile_label
CUST00309,Alice Costa,10195.45,1,Platinum
CUST00638,Omar Kim,10193.11,1,Platinum
CUST00617,Isha Dutta,10126.59,1,Platinum
CUST00351,Leo Novak,10101.72,1,Platinum
CUST00366,Aarav Novak,10030.55,1,Platinum
CUST00324,Hugo Dutta,9971.43,1,Platinum
CUST00681,Freya Cole,9969.8,1,Platinum
CUST00798,Alice Petrova,9862.97,1,Platinum
CUST00452,Elena Haddad,9775.2,1,Platinum
CUST00599,Ruby Novak,9762.62,1,Platinum
CUST00775,Milo Reddy,9738.36,1,Platinum
CUST00476,Nora Petrova,9675.24,1,Platinum
CUST00502,Aarav Gill,9596.44,1,Platinum
CUST00023,Priya Vaughn,9559.48,1,Platinum
CUST00438,Ivan Kim,9551.63,1,Platinum
CUST00272,Ethan Mehta,9536.12,1,Platinum
CUST00533,Diya Vaughn,9531.82,1,Platinum
CUST00034,Victor Tanaka,9509.45,1,Platinum
CUST00073,Kabir Sokolov,9499.07,1,Platinum
CUST00187,Zara Kim,9495.34,1,Platinum
CUST00614,Chloe Patel,9302.1,1,Platinum
CUST00271,Freya Rao,9280.7,1,Platinum
CUST00154,Isha Bhatt,9240.95,1,Platinum
CUST00622,Diya Patel,9223.03,1,Platinum
CUST00561,Nora Grant,9195.91,1,Platinum
CUST00113,Jonas Mercer,9166.26,1,Platinum
CUST00786,Alice Mercer,9163.72,1,Platinum
CUST00460,Ananya Mercer,9109.2,1,Platinum
CUST00067,Dev Fischer,9107.09,1,Platinum
CUST00495,Maya Gill,9089.31,1,Platinum
CUST00276,Ananya Vaughn,9067.84,1,Platinum
CUST00592,Freya Gill,9067.79,1,Platinum
CUST00517,Tara Nair,9045.77,1,Platinum
CUST00419,Isha Bennett,9040.84,1,Platinum
CUST00676,Kabir Novak,9021.78,1,Platinum
CUST00401,Freya Muller,9019.79,1,Platinum
CUST00437,Alice Kim,8987.53,1,Platinum
CUST00342,Leo Larsen,8973.73,1,Platinum
CUST00185,Omar Mercer,8968.96,1,Platinum
CUST00032,Meera Bhatt,8848.67,1,Platinum
CUST00745,Maya Verma,8829.86,1,Platinum
CUST00636,Yash Rossi,8802.07,1,Platinum
CUST00625,Victor Gill,8771.77,1,Platinum
CUST00323,Noah Grant,8767.17,1,Platinum
CUST00596,Marcus Bose,8761.88,1,Platinum
CUST00554,Yash Mehta,8716.99,1,Platinum
CUST00050,Elena Blake,8705.28,1,Platinum
CUST00344,Iris Gill,8696.45,1,Platinum
CUST00007,Ivan Novak,8550.27,1,Platinum
CUST00028,Ethan Kim,8542.24,1,Platinum
CUST00260,Cleo Verma,8536.29,1,Platinum
CUST00184,Arjun Rossi,8524.0,1,Platinum
CUST00370,Marcus Bennett,8506.01,1,Platinum
CUST00327,Nora Mercer,8458.05,1,Platinum
CUST00126,Jonas Mehta,8450.66,1,Platinum
CUST00052,Arjun Dupont,8440.93,1,Platinum
CUST00058,Arjun Novak,8378.13,1,Platinum
CUST00368,Chloe Haddad,8332.05,1,Platinum
CUST00114,Nisha Bose,8275.7,1,Platinum
CUST00147,Vivaan Verma,8268.8,1,Platinum
CUST00723,Adam Ford,8207.62,1,Platinum
CUST00586,Ivan Rossi,8183.79,1,Platinum
CUST00585,Leo Grant,8080.59,1,Platinum
CUST00244,Elena Cole,8067.94,1,Platinum
CUST00385,Ananya Muller,7985.64,1,Platinum
CUST00128,Leo Sokolov,7962.97,1,Platinum
CUST00464,Diya Patel,7911.66,1,Platinum
CUST00716,Hugo Hale,7889.65,1,Platinum
CUST00009,Kabir Nair,7852.35,1,Platinum
CUST00332,Freya Kim,7825.45,1,Platinum
CUST00279,Ethan Nair,7808.38,1,Platinum
CUST00487,Arjun Gill,7797.53,1,Platinum
CUST00627,Arjun Joshi,7785.31,2,Gold
CUST00242,Victor Costa,7780.83,2,Gold
CUST00692,Dev Sokolov,7778.7,2,Gold
CUST00689,Ivan Petrova,7729.75,2,Gold
CUST00594,Nora Rao,7707.34,2,Gold
CUST00566,Lena Iyer,7690.46,2,Gold
CUST00163,Ethan Weber,7686.67,2,Gold
CUST00441,Neel Mehta,7673.45,2,Gold
CUST00051,Cleo Tanaka,7600.49,2,Gold
CUST00356,Ethan Mercer,7589.98,2,Gold
CUST00060,Sara Rossi,7555.66,2,Gold
CUST00319,Felix Mercer,7491.56,2,Gold
CUST00601,Wren Bhatt,7476.73,2,Gold
CUST00066,Ruby Dupont,7473.88,2,Gold
CUST00649,Aarav Larsen,7461.68,2,Gold
CUST00354,Meera Reddy,7413.31,2,Gold
CUST00556,Kabir Dutta,7388.51,2,Gold
CUST00395,Felix Rao,7354.41,2,Gold
CUST00409,Freya Novak,7352.5,2,Gold
CUST00345,Hugo Joshi,7275.47,2,Gold
CUST00205,Iris Kapoor,7268.17,2,Gold
CUST00202,Sara Mehta,7240.36,2,Gold
CUST00198,Lena Dutta,7184.47,2,Gold
CUST00183,Isha Petrova,7132.33,2,Gold
CUST00633,Nisha Iyer,7120.16,2,Gold
CUST00687,Yash Blake,7113.97,2,Gold
CUST00162,Nisha Tanaka,7058.51,2,Gold
CUST00367,Freya Muller,7037.11,2,Gold
CUST00563,Jonas Patel,7023.8,2,Gold
CUST00426,Hugo Patel,6933.82,2,Gold
CUST00496,Freya Kim,6928.81,2,Gold
CUST00647,Isha Mehta,6884.61,2,Gold
CUST00512,Ananya Muller,6884.23,2,Gold
CUST00118,Felix Quinn,6868.24,2,Gold
CUST00357,Meera Bose,6820.26,2,Gold
CUST00493,Lena Bennett,6817.95,2,Gold
CUST00578,Maya Quinn,6809.81,2,Gold
CUST00416,Marcus Patel,6794.95,2,Gold
CUST00764,Lena Gill,6780.61,2,Gold
CUST00196,Chloe Gill,6777.81,2,Gold
CUST00228,Leo Grant,6768.7,2,Gold
CUST00513,Marcus Iyer,6740.94,2,Gold
CUST00037,Freya Reddy,6711.36,2,Gold
CUST00181,Dev Novak,6686.59,2,Gold
CUST00629,Tara Blake,6675.16,2,Gold
CUST00278,Isha Hale,6655.17,2,Gold
CUST00374,Victor Kapoor,6574.14,2,Gold
CUST00264,Adam Hale,6566.08,2,Gold
CUST00508,Sara Grant,6557.39,2,Gold
CUST00371,Ethan Rao,6544.21,2,Gold
CUST00226,Victor Bose,6528.28,2,Gold
CUST00193,Jonas Mehta,6496.92,2,Gold
CUST00336,Cleo Muller,6493.18,2,Gold
CUST00453,Noah Khan,6462.53,2,Gold
CUST00671,Ruby Cole,6447.97,2,Gold
CUST00558,Victor Sullivan,6423.86,2,Gold
CUST00571,Victor Rao,6414.53,2,Gold
CUST00166,Felix Rao,6399.49,2,Gold
CUST00343,Felix Vaughn,6291.28,2,Gold
CUST00435,Vivaan Bose,6290.95,2,Gold
CUST00013,Noah Cole,6257.41,2,Gold
CUST00097,Zara Verma,6235.53,2,Gold
CUST00287,Zara Ford,6234.24,2,Gold
CUST00001,Diya Patel,6220.86,2,Gold
CUST00439,Aarav Petrova,6217.18,2,Gold
CUST00485,Isha Ford,6209.65,2,Gold
CUST00362,Freya Verma,6193.21,2,Gold
CUST00328,Maya Mehta,6190.81,2,Gold
CUST00562,Noah Mehta,6174.42,2,Gold
CUST00135,Neel Haddad,6151.0,2,Gold
CUST00479,Nora Grant,6149.95,2,Gold
CUST00040,Jonas Sharma,6144.63,2,Gold
CUST00746,Maya Cole,6129.97,2,Gold
CUST00577,Freya Muller,6116.31,2,Gold
CUST00057,Meera Bose,6083.93,2,Gold
CUST00584,Kabir Dupont,6057.66,2,Gold
CUST00088,Ethan Ford,6048.23,2,Gold
CUST00756,Rohan Bhatt,6041.09,2,Gold
CUST00398,Omar Gill,6031.87,2,Gold
CUST00179,Marcus Patel,5994.08,2,Gold
CUST00125,Dev Petrova,5991.78,2,Gold
CUST00227,Meera Bose,5987.07,2,Gold
CUST00042,Aarav Weber,5970.56,2,Gold
CUST00677,Freya Hale,5961.32,2,Gold
CUST00253,Milo Rao,5955.21,2,Gold
CUST00448,Nisha Larsen,5929.79,2,Gold
CUST00025,Iris Sharma,5912.63,2,Gold
CUST00771,Neel Bhatt,5901.19,2,Gold
CUST00451,Marcus Khan,5898.58,2,Gold
CUST00133,Elena Costa,5889.6,2,Gold
CUST00326,Nisha Gill,5879.97,2,Gold
CUST00656,Rohan Weber,5873.54,2,Gold
CUST00361,Arjun Vaughn,5868.18,2,Gold
CUST00102,Meera Dupont,5830.62,2,Gold
CUST00474,Sara Vaughn,5823.3,2,Gold
CUST00705,Neel Petrova,5821.35,2,Gold
CUST00290,Isha Larsen,5806.51,2,Gold
CUST00443,Kabir Bennett,5771.55,2,Gold
CUST00177,Ruby Muller,5771.18,2,Gold
CUST00706,Marcus Gill,5767.23,2,Gold
CUST00096,Lena Sullivan,5766.54,2,Gold
CUST00265,Arjun Novak,5759.13,2,Gold
CUST00748,Priya Bose,5745.1,2,Gold
CUST00062,Nisha Reddy,5725.02,2,Gold
CUST00101,Felix Novak,5715.24,2,Gold
CUST00728,Kabir Iyer,5663.28,2,Gold
CUST00054,Alice Muller,5641.83,2,Gold
CUST00611,Omar Weber,5641.49,2,Gold
CUST00427,Zara Khan,5583.9,2,Gold
CUST00688,Chloe Ford,5581.4,2,Gold
CUST00575,Hugo Iyer,5575.09,2,Gold
CUST00229,Diya Petrova,5550.98,2,Gold
CUST00755,Victor Tanaka,5543.74,2,Gold
CUST00631,Vivaan Mercer,5537.72,2,Gold
CUST00412,Meera Sharma,5532.13,2,Gold
CUST00176,Ivan Costa,5520.57,2,Gold
CUST00142,Milo Nair,5499.44,2,Gold
CUST00527,Victor Khan,5486.92,2,Gold
CUST00103,Rohan Patel,5471.82,2,Gold
CUST00408,Yash Weber,5459.2,2,Gold
CUST00186,Ruby Khan,5404.09,2,Gold
CUST00004,Jonas Grant,5404.08,2,Gold
CUST00046,Adam Bose,5399.06,2,Gold
CUST00766,Ethan Mercer,5311.29,2,Gold
CUST00248,Ethan Vaughn,5297.23,2,Gold
CUST00350,Sara Petrova,5295.02,2,Gold
CUST00721,Hugo Weber,5277.98,2,Gold
CUST00774,Vivaan Patel,5274.53,2,Gold
CUST00064,Freya Grant,5264.34,2,Gold
CUST00549,Isha Verma,5154.69,2,Gold
CUST00484,Nisha Muller,5148.03,2,Gold
CUST00655,Ananya Costa,5134.75,2,Gold
CUST00087,Leo Vaughn,5125.27,2,Gold
CUST00249,Freya Bose,5096.82,2,Gold
CUST00772,Priya Vaughn,5073.56,2,Gold
CUST00157,Milo Vaughn,5064.61,2,Gold
CUST00065,Vivaan Weber,5061.4,2,Gold
CUST00200,Victor Gill,5059.6,2,Gold
CUST00203,Ananya Mehta,5038.86,2,Gold
CUST00449,Victor Dutta,5012.19,2,Gold
CUST00635,Rohan Costa,5011.73,2,Gold
CUST00165,Leo Reddy,5009.04,2,Gold
CUST00053,Leo Rossi,4991.26,2,Gold
CUST00047,Nisha Fischer,4944.39,2,Gold
CUST00233,Ivan Khan,4928.14,2,Gold
CUST00407,Wren Costa,4927.82,2,Gold
CUST00038,Arjun Sullivan,4927.09,2,Gold
CUST00240,Sara Haddad,4926.36,2,Gold
CUST00463,Leo Larsen,4912.71,2,Gold
CUST00302,Hugo Dupont,4889.22,2,Gold
CUST00737,Victor Fischer,4868.77,2,Gold
CUST00497,Meera Nair,4868.15,2,Gold
CUST00787,Elena Tanaka,4865.35,2,Gold
CUST00720,Ivan Ford,4842.88,2,Gold
CUST00130,Meera Rao,4802.03,2,Gold
CUST00078,Milo Larsen,4795.99,2,Gold
CUST00104,Nisha Mehta,4788.63,2,Gold
CUST00709,Hugo Kim,4784.64,2,Gold
CUST00729,Yash Novak,4767.02,2,Gold
CUST00405,Ethan Larsen,4752.7,2,Gold
CUST00694,Aarav Hale,4737.16,2,Gold
CUST00251,Marcus Weber,4732.77,2,Gold
CUST00400,Noah Nair,4719.69,2,Gold
CUST00346,Omar Mercer,4718.46,2,Gold
CUST00565,Priya Patel,4685.22,2,Gold
CUST00012,Kabir Verma,4674.04,2,Gold
CUST00377,Ruby Mehta,4659.15,2,Gold
CUST00280,Ivan Khan,4645.88,2,Gold
CUST00551,Zara Vaughn,4580.39,2,Gold
CUST00282,Priya Blake,4563.7,2,Gold
CUST00403,Nisha Kim,4517.1,2,Gold
CUST00462,Tara Hale,4489.96,2,Gold
CUST00654,Zara Patel,4425.72,2,Gold
CUST00106,Milo Kapoor,4425.38,2,Gold
CUST00739,Yash Novak,4410.24,3,Silver
CUST00618,Iris Bennett,4402.94,3,Silver
CUST00160,Leo Rossi,4378.86,3,Silver
CUST00744,Elena Costa,4377.93,3,Silver
CUST00121,Ivan Sullivan,4374.65,3,Silver
CUST00524,Neel Quinn,4358.22,3,Silver
CUST00518,Adam Grant,4349.37,3,Silver
CUST00710,Leo Bhatt,4336.57,3,Silver
CUST00619,Adam Fischer,4330.82,3,Silver
CUST00703,Jonas Petrova,4297.41,3,Silver
CUST00252,Freya Khan,4241.67,3,Silver
CUST00221,Victor Bhatt,4226.07,3,Silver
CUST00124,Ethan Cole,4211.55,3,Silver
CUST00505,Vivaan Reddy,4210.44,3,Silver
CUST00421,Noah Weber,4204.08,3,Silver
CUST00669,Neel Sokolov,4194.6,3,Silver
CUST00717,Neel Grant,4177.24,3,Silver
CUST00758,Ruby Nair,4167.85,3,Silver
CUST00031,Ananya Costa,4165.0,3,Silver
CUST00250,Leo Ford,4142.74,3,Silver
CUST00308,Leo Blake,4106.6,3,Silver
CUST00795,Rohan Bennett,4090.44,3,Silver
CUST00664,Aarav Sharma,4089.21,3,Silver
CUST00607,Alice Larsen,4046.41,3,Silver
CUST00600,Vivaan Bose,4035.46,3,Silver
CUST00546,Dev Mehta,4020.26,3,Silver
CUST00583,Isha Sokolov,4005.18,3,Silver
CUST00701,Priya Vaughn,4003.76,3,Silver
CUST00776,Jonas Vaughn,3979.87,3,Silver
CUST00711,Dev Petrova,3976.6,3,Silver
CUST00672,Neel Kapoor,3973.55,3,Silver
CUST00286,Meera Sokolov,3962.92,3,Silver
CUST00256,Maya Vaughn,3945.0,3,Silver
CUST00696,Arjun Reddy,3932.59,3,Silver
CUST00732,Adam Reddy,3894.88,3,Silver
CUST00761,Noah Bhatt,3866.15,3,Silver
CUST00624,Omar Bose,3858.44,3,Silver
CUST00713,Alice Novak,3833.68,3,Silver
CUST00014,Meera Bhatt,3830.5,3,Silver
CUST00091,Jonas Bose,3823.64,3,Silver
CUST00436,Lena Reddy,3797.31,3,Silver
CUST00171,Rohan Larsen,3772.69,3,Silver
CUST00536,Dev Petrova,3753.52,3,Silver
CUST00790,Aarav Bose,3743.79,3,Silver
CUST00472,Ruby Joshi,3729.81,3,Silver
CUST00616,Leo Larsen,3728.51,3,Silver
CUST00247,Alice Nair,3711.63,3,Silver
CUST00159,Elena Costa,3684.18,3,Silver
CUST00314,Wren Rao,3646.25,3,Silver
CUST00391,Victor Larsen,3643.49,3,Silver
CUST00382,Noah Ford,3631.16,3,Silver
CUST00800,Victor Sharma,3625.13,3,Silver
CUST00352,Lena Kim,3599.22,3,Silver
CUST00188,Jonas Kapoor,3598.7,3,Silver
CUST00467,Maya Fischer,3597.03,3,Silver
CUST00531,Sara Joshi,3552.25,3,Silver
CUST00780,Omar Mercer,3538.4,3,Silver
CUST00274,Marcus Haddad,3510.71,3,Silver
CUST00587,Victor Bhatt,3495.8,3,Silver
CUST00507,Neel Ford,3488.84,3,Silver
CUST00666,Yash Blake,3486.46,3,Silver
CUST00740,Victor Iyer,3484.95,3,Silver
CUST00241,Milo Rao,3482.28,3,Silver
CUST00107,Elena Tanaka,3457.92,3,Silver
CUST00151,Cleo Quinn,3440.17,3,Silver
CUST00075,Marcus Kim,3439.14,3,Silver
CUST00643,Felix Iyer,3436.7,3,Silver
CUST00429,Isha Vaughn,3434.39,3,Silver
CUST00432,Alice Weber,3425.06,3,Silver
CUST00781,Jonas Grant,3412.77,3,Silver
CUST00793,Priya Quinn,3401.76,3,Silver
CUST00363,Aarav Sokolov,3379.61,3,Silver
CUST00334,Freya Mercer,3354.85,3,Silver
CUST00299,Diya Novak,3325.29,3,Silver
CUST00535,Elena Larsen,3309.92,3,Silver
CUST00238,Elena Sokolov,3305.41,3,Silver
CUST00122,Lena Muller,3281.25,3,Silver
CUST00433,Cleo Petrova,3272.73,3,Silver
CUST00155,Sara Quinn,3255.17,3,Silver
CUST00017,Jonas Novak,3254.46,3,Silver
CUST00526,Maya Cole,3246.65,3,Silver
CUST00199,Milo Patel,3234.64,3,Silver
CUST00223,Ivan Sharma,3228.44,3,Silver
CUST00440,Alice Haddad,3185.43,3,Silver
CUST00768,Neel Mehta,3182.7,3,Silver
CUST00773,Milo Costa,3181.84,3,Silver
CUST00296,Leo Bennett,3112.62,3,Silver
CUST00137,Marcus Petrova,3089.02,3,Silver
CUST00168,Nora Rossi,3088.82,3,Silver
CUST00785,Cleo Cole,3070.93,3,Silver
CUST00465,Neel Haddad,3063.64,3,Silver
CUST00456,Nisha Dupont,3059.52,3,Silver
CUST00197,Vivaan Bennett,3046.3,3,Silver
CUST00646,Lena Gill,3043.12,3,Silver
CUST00434,Sara Weber,3025.93,3,Silver
CUST00055,Vivaan Kim,3005.57,3,Silver
CUST00529,Victor Kapoor,2983.79,3,Silver
CUST00283,Kabir Blake,2982.38,3,Silver
CUST00670,Isha Bennett,2931.37,3,Silver
CUST00132,Cleo Bhatt,2927.85,3,Silver
CUST00727,Kabir Rao,2909.53,3,Silver
CUST00678,Nisha Mercer,2902.2,3,Silver
CUST00375,Sara Verma,2894.76,3,Silver
CUST00201,Yash Sokolov,2893.82,3,Silver
CUST00150,Jonas Blake,2892.47,3,Silver
CUST00446,Maya Mehta,2891.94,3,Silver
CUST00333,Adam Fischer,2880.05,3,Silver
CUST00295,Chloe Bennett,2867.29,3,Silver
CUST00680,Ethan Quinn,2863.29,3,Silver
CUST00144,Lena Tanaka,2856.95,3,Silver
CUST00486,Wren Dupont,2852.65,3,Silver
CUST00225,Freya Verma,2847.06,3,Silver
CUST00714,Ruby Rao,2838.86,3,Silver
CUST00519,Jonas Rossi,2824.63,3,Silver
CUST00576,Iris Bennett,2796.08,3,Silver
CUST00477,Cleo Iyer,2733.31,3,Silver
CUST00359,Priya Petrova,2730.86,3,Silver
CUST00373,Milo Bose,2723.55,3,Silver
CUST00779,Ethan Weber,2721.32,3,Silver
CUST00753,Isha Fischer,2713.44,3,Silver
CUST00232,Maya Joshi,2712.25,3,Silver
CUST00470,Dev Blake,2702.06,3,Silver
CUST00105,Tara Blake,2672.9,3,Silver
CUST00431,Hugo Patel,2665.99,3,Silver
CUST00637,Neel Kim,2656.11,3,Silver
CUST00719,Cleo Hale,2610.61,3,Silver
CUST00273,Ananya Novak,2592.71,3,Silver
CUST00418,Cleo Hale,2590.11,3,Silver
CUST00376,Tara Costa,2589.54,3,Silver
CUST00685,Alice Sharma,2580.42,3,Silver
CUST00026,Chloe Muller,2580.37,3,Silver
CUST00490,Lena Mehta,2577.45,3,Silver
CUST00210,Lena Costa,2576.0,3,Silver
CUST00027,Isha Bose,2574.93,3,Silver
CUST00325,Elena Quinn,2572.92,3,Silver
CUST00743,Dev Larsen,2527.83,3,Silver
CUST00117,Milo Cole,2526.46,3,Silver
CUST00765,Diya Bhatt,2522.77,3,Silver
CUST00099,Ruby Joshi,2496.62,3,Silver
CUST00246,Marcus Khan,2483.46,3,Silver
CUST00146,Nora Bose,2459.12,3,Silver
CUST00131,Nisha Kapoor,2457.64,3,Silver
CUST00750,Wren Fischer,2429.49,3,Silver
CUST00751,Jonas Rossi,2428.35,3,Silver
CUST00675,Arjun Mercer,2403.45,3,Silver
CUST00172,Sara Haddad,2381.35,3,Silver
CUST00528,Victor Verma,2381.18,3,Silver
CUST00510,Noah Dupont,2380.68,3,Silver
CUST00783,Tara Larsen,2360.02,3,Silver
CUST00682,Noah Fischer,2355.34,3,Silver
CUST00724,Dev Larsen,2337.27,3,Silver
CUST00216,Vivaan Bennett,2329.64,3,Silver
CUST00353,Wren Haddad,2324.07,3,Silver
CUST00399,Chloe Bose,2285.79,3,Silver
CUST00277,Aarav Dupont,2254.6,3,Silver
CUST00239,Diya Hale,2211.08,3,Silver
CUST00020,Milo Blake,2191.22,3,Silver
CUST00442,Kabir Verma,2143.3,3,Silver
CUST00112,Maya Joshi,2133.79,3,Silver
CUST00070,Milo Sullivan,2121.75,3,Silver
CUST00016,Ruby Rao,2076.92,3,Silver
CUST00076,Noah Joshi,2067.35,3,Silver
CUST00640,Freya Bennett,2041.36,3,Silver
CUST00552,Priya Patel,2027.04,3,Silver
CUST00455,Chloe Rossi,2004.26,3,Silver
CUST00641,Diya Mercer,2001.88,3,Silver
CUST00220,Vivaan Dupont,1998.68,3,Silver
CUST00450,Alice Patel,1998.57,3,Silver
CUST00033,Nisha Cole,1994.07,3,Silver
CUST00415,Felix Sharma,1992.73,3,Silver
CUST00275,Cleo Blake,1980.92,3,Silver
CUST00591,Maya Verma,1967.62,3,Silver
CUST00520,Isha Vaughn,1963.38,3,Silver
CUST00194,Jonas Grant,1942.83,3,Silver
CUST00069,Diya Novak,1940.71,4,Bronze
CUST00543,Adam Mehta,1922.89,4,Bronze
CUST00538,Felix Patel,1922.77,4,Bronze
CUST00545,Zara Larsen,1909.33,4,Bronze
CUST00444,Dev Blake,1908.62,4,Bronze
CUST00063,Sara Haddad,1887.59,4,Bronze
CUST00387,Diya Nair,1883.43,4,Bronze
CUST00379,Aarav Gill,1863.83,4,Bronze
CUST00207,Rohan Hale,1838.44,4,Bronze
CUST00237,Nisha Sullivan,1836.39,4,Bronze
CUST00259,Cleo Mehta,1832.84,4,Bronze
CUST00523,Priya Kapoor,1819.84,4,Bronze
CUST00521,Kabir Muller,1811.89,4,Bronze
CUST00667,Priya Nair,1802.28,4,Bronze
CUST00173,Isha Weber,1796.68,4,Bronze
CUST00557,Freya Kapoor,1783.28,4,Bronze
CUST00141,Elena Fischer,1771.67,4,Bronze
CUST00108,Nisha Reddy,1758.05,4,Bronze
CUST00384,Zara Hale,1752.7,4,Bronze
CUST00312,Omar Dutta,1747.06,4,Bronze
CUST00329,Chloe Nair,1698.82,4,Bronze
CUST00158,Felix Sokolov,1691.62,4,Bronze
CUST00498,Neel Ford,1659.59,4,Bronze
CUST00500,Omar Bose,1657.45,4,Bronze
CUST00738,Ivan Gill,1634.11,4,Bronze
CUST00595,Marcus Mercer,1626.92,4,Bronze
