customer_id,customer_name,segment,country,city,state,postal_code,region,total_orders,total_sales,total_profit,last_order_date,loyalty_tier,email,record_updated_at
JL-15835,John Lee,Consumer,United States,Richmond,Kentucky,40475,South,11,9799.92,228.91,2017-12-09,PLATINUM,john.lee@example.com,2019-12-31 22:00:00+00:00
BH-11710,Brosina Hoffman,Corporate,United States,Boston,Massachusetts,02108,East,9,9639.2,881.37,2020-01-15,PLATINUM,brosina.hoffman@example.com,2020-01-15 06:30:00+00:00
HW-14935,Helen Wasserman,Corporate,United States,Indianapolis,Indiana,46203,Central,8,9300.25,2164.16,2017-09-04,PLATINUM,helen.wasserman@example.com,2019-12-31 22:00:00+00:00
SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,10,9269.17,2311.84,2020-01-15,PLATINUM,shirley.daniels@example.com,2020-01-15 06:30:00+00:00
TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98103,West,7,9133.99,2798.37,2017-06-11,PLATINUM,tom.boeckenhauer@example.com,2019-12-31 22:00:00+00:00
KD-16495,Keith Dawkins,Corporate,United States,Seattle,Washington,98101,West,13,9092.78,3495.99,2020-01-15,PLATINUM,keith.dawkins@example.com,2020-01-15 06:30:00+00:00
PF-19120,Peter Fuller,Consumer,United States,New York City,New York,10035,East,4,9062.86,-614.29,2015-09-17,PLATINUM,peter.fuller@example.com,2019-12-31 22:00:00+00:00
AB-10060,Adam Bellavance,Home Office,United States,New York City,New York,10009,East,11,9050.56,2868.97,2020-01-15,PLATINUM,adam.bellavance@example.com,2020-01-15 06:30:00+00:00
CM-12385,Christopher Martinez,Consumer,United States,Atlanta,Georgia,30318,South,4,8954.02,3899.89,2017-11-23,PLATINUM,christopher.martinez@example.com,2019-12-31 22:00:00+00:00
JD-16150,Justin Deggeller,Corporate,United States,Los Angeles,California,90008,West,8,8828.03,1619.52,2017-11-19,PLATINUM,justin.deggeller@example.com,2019-12-31 22:00:00+00:00
NV-20070,Neel Verma,Corporate,United States,Chicago,Illinois,60610,Central,8,8717.0,2240.25,2020-01-15,PLATINUM,neel.verma@example.com,2020-01-15 06:30:00+00:00
PK-19075,Pete Kriz,Consumer,United States,Unknown,Michigan,48227,Central,12,8646.93,2038.27,2017-12-21,PLATINUM,pete.kriz@unknown.local,2019-12-31 22:00:00+00:00
AM-20224,Adam Mercer,Home Office,United States,New York City,New York,10024,East,7,8455.27,-212.7,2020-01-15,PLATINUM,adam.mercer@example.com,2020-01-15 06:30:00+00:00
AS-20000,Aarav Sharma,Consumer,United States,New York City,New York,10024,East,4,8412.27,84.73,2020-01-15,PLATINUM,aarav.sharma@example.com,2020-01-15 06:30:00+00:00
MI-20021,Meera Iyer,Consumer,United States,Houston,Texas,77041,Central,10,8363.08,845.63,2020-01-15,PLATINUM,meera.iyer@example.com,2020-01-15 06:30:00+00:00
DR-12940,Daniel Raglin,Home Office,United States,Franklin,Massachusetts,02038,East,8,8350.87,2869.08,2017-11-10,PLATINUM,daniel.raglin@example.com,2019-12-31 22:00:00+00:00
NF-18385,Natalie Fritzler,Consumer,United States,Newark,Ohio,43055,East,7,8322.83,-1695.97,2017-10-12,PLATINUM,natalie.fritzler@unknown.local,2019-12-31 22:00:00+00:00
KD-16270,Karen Daniels,Consumer,United States,Houston,Texas,77095,Central,5,8282.36,1107.7,2016-09-02,PLATINUM,karen.daniels@example.com,2019-12-31 22:00:00+00:00
NC-18535,Nick Crebassa,Corporate,United States,San Francisco,California,94122,West,7,8241.74,1314.76,2017-12-24,PLATINUM,nick.crebassa@example.com,2019-12-31 22:00:00+00:00
HM-14860,Harry Marie,Corporate,United States,Dallas,Texas,75217,Central,10,8236.76,2437.98,2017-12-28,PLATINUM,harry.marie@unknown.local,2019-12-31 22:00:00+00:00
NW-18400,Natalie Webber,Consumer,United States,Boston,Massachusetts,02108,East,8,8230.69,1356.22,2020-01-15,PLATINUM,natalie.webber@example.com,2020-01-15 06:30:00+00:00
LR-16915,Lena Radford,Consumer,United States,Miami,Florida,33101,South,9,8216.62,614.2,2020-01-15,PLATINUM,lena.radford@example.com,2020-01-15 06:30:00+00:00
CD-20161,Chloe Dupont,Home Office,United States,Atlanta,Georgia,30318,South,6,8177.26,-16.16,2020-01-15,PLATINUM,chloe.dupont@example.com,2020-01-15 06:30:00+00:00
GK-14620,Grace Kelly,Corporate,United States,Los Angeles,California,90049,West,13,8172.14,1535.04,2020-01-15,PLATINUM,grace.kelly@example.com,2020-01-15 06:30:00+00:00
ZA-20175,Zara Aziz,Corporate,United States,Los Angeles,California,90036,West,1,8049.92,1532.05,2020-01-15,PLATINUM,zara.aziz@example.com,2020-01-15 06:30:00+00:00
ZC-21910,Zuschuss Carroll,Consumer,United States,Edmonds,Washington,98026,West,13,8025.71,-1032.15,2017-11-06,PLATINUM,zuschuss.carroll@example.com,2019-12-31 22:00:00+00:00
LN-20119,Lena Novak,Home Office,United States,Los Angeles,California,90036,West,3,8019.77,28.78,2020-01-15,PLATINUM,lena.novak@example.com,2020-01-15 06:30:00+00:00
JH-15985,Joseph Holt,Consumer,United States,Saginaw,Michigan,00000,Central,6,7955.0,-644.7,2017-12-01,PLATINUM,joseph.holt@example.com,2019-12-31 22:00:00+00:00
NP-18700,Nora Preis,Consumer,United States,Chicago,Illinois,60623,Central,7,7903.18,631.23,2017-08-14,PLATINUM,nora.preis@example.com,2019-12-31 22:00:00+00:00
AH-10690,Anna Häberlin,Corporate,United States,Plantation,Florida,33317,South,12,7888.29,1298.02,2016-11-15,PLATINUM,anna.haberlin@example.com,2019-12-31 22:00:00+00:00
HM-20140,Hugo Muller,Home Office,United States,Philadelphia,Pennsylvania,19140,East,1,7817.97,-23.15,2020-01-15,PLATINUM,hugo.muller@example.com,2020-01-15 06:30:00+00:00
JE-15610,Jim Epp,Corporate,United States,Lakeland,Florida,33801,South,7,7754.98,1623.4,2017-11-12,PLATINUM,jim.epp@example.com,2019-12-31 22:00:00+00:00
JW-15220,Jane Waco,Corporate,United States,Lawrence,Massachusetts,01841,East,6,7721.71,2173.71,2017-11-18,PLATINUM,jane.waco@example.com,2019-12-31 22:00:00+00:00
LC-16885,Lena Creighton,Consumer,United States,Roseville,California,95661,West,12,7663.13,1288.35,2017-12-14,PLATINUM,lena.creighton@example.com,2019-12-31 22:00:00+00:00
JM-15865,John Murray,Consumer,United States,Phoenix,Arizona,85023,West,7,7625.08,1574.62,2017-09-12,PLATINUM,john.murray@example.com,2019-12-31 22:00:00+00:00
JD-15895,Jonathan Doherty,Corporate,United States,Columbia,South Carolina,29203,South,11,7610.86,1050.27,2016-12-01,PLATINUM,jonathan.doherty@example.com,2019-12-31 22:00:00+00:00
MW-18235,Mitch Willingham,Corporate,United States,Virginia Beach,Virginia,23464,South,3,7578.66,1678.58,2020-01-15,PLATINUM,mitch.willingham@example.com,2020-01-15 06:30:00+00:00
MS-17365,Maribeth Schnelling,Consumer,United States,Chicago,Illinois,60653,Central,10,7443.69,844.94,2017-04-01,PLATINUM,maribeth.schnelling@example.com,2019-12-31 22:00:00+00:00
RN-20014,Rohan Nair,Home Office,United States,Chicago,Illinois,60610,Central,3,7412.05,1508.73,2020-01-15,PLATINUM,rohan.nair@example.com,2020-01-15 06:30:00+00:00
DR-12880,Dan Reichenbach,Corporate,United States,Inglewood,California,90301,West,11,7391.45,1776.48,2020-01-15,PLATINUM,dan.reichenbach@example.com,2020-01-15 06:30:00+00:00
BM-11650,Brian Moss,Corporate,United States,Columbus,Indiana,47201,Central,11,7294.18,2199.28,2017-11-27,PLATINUM,brian.moss@example.com,2019-12-31 22:00:00+00:00
NB-20105,Nisha Bhatt,Consumer,United States,Atlanta,Georgia,30318,South,6,7285.6,1995.03,2020-01-15,PLATINUM,nisha.bhatt@example.com,2020-01-15 06:30:00+00:00
PP-18955,Paul Prost,Home Office,United States,Smyrna,Georgia,30080,South,10,7252.61,1495.09,2017-09-24,PLATINUM,paul.prost@example.com,2019-12-31 22:00:00+00:00
Dp-13240,Dean percer,Home Office,United States,Knoxville,Tennessee,37918,South,11,7198.76,333.36,2017-10-07,PLATINUM,dean.percer@example.com,2019-12-31 22:00:00+00:00
VR-20252,Victor Rossi,Consumer,United States,Philadelphia,Pennsylvania,19140,East,4,7076.29,-210.61,2020-01-15,PLATINUM,victor.rossi@example.com,2020-01-15 06:30:00+00:00
EF-20210,Ethan Ford,Consumer,United States,San Diego,California,92024,West,10,7071.75,1118.33,2020-01-15,PLATINUM,ethan.ford@example.com,2020-01-15 06:30:00+00:00
SR-20063,Sara Rao,Consumer,United States,Los Angeles,California,90036,West,11,7046.97,1678.58,2020-01-15,PLATINUM,sara.rao@example.com,2020-01-15 06:30:00+00:00
AJ-10795,Anthony Johnson,Corporate,United States,San Francisco,California,94110,West,10,7011.66,1215.95,2020-01-15,PLATINUM,anthony.johnson@example.com,2020-01-15 06:30:00+00:00
FH-14365,Fred Hopkins,Corporate,United States,Seattle,Washington,98115,West,8,6987.2,2050.28,2017-12-25,PLATINUM,fred.hopkins@example.com,2019-12-31 22:00:00+00:00
RH-19510,Rick Huthwaite,Home Office,United States,Providence,Rhode Island,02908,East,6,6979.18,1289.45,2016-09-19,PLATINUM,rick.huthwaite@example.com,2019-12-31 22:00:00+00:00
AR-10825,Anthony Rawles,Corporate,United States,Seattle,Washington,98101,West,9,6915.07,702.61,2020-01-15,PLATINUM,anthony.rawles@example.com,2020-01-15 06:30:00+00:00
CS-12505,Cindy Stewart,Consumer,United States,Lancaster,Ohio,43130,East,8,6876.8,-9344.1,2020-01-15,PLATINUM,cindy.stewart@example.com,2020-01-15 06:30:00+00:00
PS-19045,Penelope Sewall,Home Office,United States,Harrisonburg,Virginia,22801,South,7,6843.63,1742.73,2017-05-08,PLATINUM,penelope.sewall@example.com,2019-12-31 22:00:00+00:00
BB-11545,Brenda Bowman,Corporate,United States,Fort Worth,Texas,76106,Central,9,6765.73,1015.08,2017-12-02,PLATINUM,brenda.bowman@example.com,2019-12-31 22:00:00+00:00
JE-15745,Joel Eaton,Consumer,United States,Florence,Kentucky,41042,South,13,6760.82,221.8,2017-11-09,PLATINUM,joel.eaton@example.com,2019-12-31 22:00:00+00:00
YS-21880,Yana Sorensen,Corporate,United States,Seattle,Washington,98103,West,8,6720.44,1778.29,2017-12-21,PLATINUM,yana.sorensen@example.com,2019-12-31 22:00:00+00:00
OH-20112,Omar Haddad,Corporate,United States,New York City,New York,10024,East,11,6699.25,1799.48,2020-01-15,PLATINUM,omar.haddad@example.com,2020-01-15 06:30:00+00:00
VR-20042,Vivaan Reddy,Consumer,United States,San Diego,California,92024,West,10,6625.02,116.08,2020-01-15,PLATINUM,vivaan.reddy@example.com,2020-01-15 06:30:00+00:00
AR-10540,Andy Reiter,Consumer,United States,Jackson,Michigan,49201,Central,6,6608.45,2884.62,2017-12-24,PLATINUM,andy.reiter@example.com,2019-12-31 22:00:00+00:00
KK-20028,Kabir Khan,Corporate,United States,Philadelphia,Pennsylvania,19140,East,2,6561.79,860.32,2020-01-15,PLATINUM,kabir.khan@example.com,2020-01-15 06:30:00+00:00
JA-15970,Joseph Airdo,Consumer,United States,Detroit,Michigan,48227,Central,8,6491.03,-819.42,2017-09-29,PLATINUM,joseph.airdo@example.com,2019-12-31 22:00:00+00:00
NM-18445,Nathan Mautz,Home Office,United States,New York City,New York,10024,East,7,6459.34,2751.68,2017-07-23,PLATINUM,nathan.mautz@example.com,2019-12-31 22:00:00+00:00
VD-21670,Valerie Dominguez,Consumer,United States,Pleasant Grove,Utah,84062,Unknown,6,6442.25,1617.79,2016-05-28,PLATINUM,valerie.dominguez@example.com,2019-12-31 22:00:00+00:00
SB-20185,Sarah Brown,Consumer,United States,Los Angeles,California,90045,West,6,6411.0,885.46,2017-06-25,PLATINUM,sarah.brown@example.com,2019-12-31 22:00:00+00:00
JG-15160,James Galang,Consumer,United States,Los Angeles,California,90049,West,11,6366.39,1415.67,2017-12-29,PLATINUM,james.galang@example.com,2019-12-31 22:00:00+00:00
DM-13015,Darrin Martin,Consumer,United States,New York City,New York,10009,East,7,6345.1,1677.39,2017-11-03,PLATINUM,darrin.martin@example.com,2019-12-31 22:00:00+00:00
CM-12655,Corinna Mitchell,Home Office,United States,Los Angeles,California,90008,West,6,6339.56,1572.46,2017-12-03,PLATINUM,corinna.mitchell@example.com,2019-12-31 22:00:00+00:00
KM-16375,Katherine Murray,Home Office,United States,Gilbert,Arizona,85234,West,9,6337.57,1324.47,2020-01-15,PLATINUM,katherine.murray@example.com,2020-01-15 06:30:00+00:00
LG-20196,Leo Grant,Corporate,United States,Philadelphia,Pennsylvania,19140,East,4,6325.54,444.58,2020-01-15,PLATINUM,leo.grant@example.com,2020-01-15 06:30:00+00:00
YG-20098,Yash Gill,Home Office,United States,San Diego,California,92024,West,9,6259.0,160.22,2020-01-15,PLATINUM,yash.gill@example.com,2020-01-15 06:30:00+00:00
RL-19615,Rob Lucas,Consumer,United States,Chicago,Illinois,60610,Central,8,6234.91,488.15,2017-08-31,PLATINUM,rob.lucas@example.com,2019-12-31 22:00:00+00:00
AB-20035,Ananya Bose,Home Office,United States,Phoenix,Arizona,85023,West,5,6219.65,1725.68,2020-01-15,PLATINUM,ananya.bose@example.com,2020-01-15 06:30:00+00:00
WB-21850,William Brown,Consumer,United States,Anaheim,California,92804,West,11,6160.1,714.33,2017-12-10,PLATINUM,william.brown@example.com,2019-12-31 22:00:00+00:00
GH-14425,Gary Hwang,Corporate,United States,Tucson,Arizona,85705,West,8,6138.93,1297.02,2020-01-15,PLATINUM,gary.hwang@example.com,2020-01-15 06:30:00+00:00
VW-21775,Victoria Wilson,Corporate,United States,Medina,Ohio,44256,East,10,6134.04,-874.66,2017-12-02,PLATINUM,victoria.wilson@unknown.local,2019-12-31 22:00:00+00:00
NB-20217,Nora Blake,Corporate,United States,Atlanta,Georgia,30318,South,6,6128.86,1098.98,2020-01-15,PLATINUM,nora.blake@example.com,2020-01-15 06:30:00+00:00
QJ-19255,Quincy Jones,Corporate,United States,Springfield,Virginia,22153,South,9,6108.34,1203.68,2017-12-05,PLATINUM,quincy.jones@example.com,2019-12-31 22:00:00+00:00
AD-10180,Alan Dominguez,Home Office,United States,Great Falls,Montana,59405,West,8,6106.88,1869.93,2017-12-01,PLATINUM,alan.dominguez@example.com,2019-12-31 22:00:00+00:00
CB-12025,Cassandra Brandow,Consumer,United States,Los Angeles,California,90049,West,10,6076.14,150.21,2017-11-13,PLATINUM,cassandra.brandow@unknown.local,2019-12-31 22:00:00+00:00
GM-14695,Greg Maxwell,Corporate,United States,Alexandria,Virginia,22304,South,3,6049.97,188.72,2017-09-04,PLATINUM,greg.maxwell@example.com,2019-12-31 22:00:00+00:00
SC-20380,Shahid Collister,Consumer,United States,Atlanta,Georgia,30318,South,9,5992.54,236.66,2017-11-30,PLATINUM,shahid.collister@example.com,2019-12-31 22:00:00+00:00
KH-16690,Kristen Hastings,Corporate,United States,Springfield,Oregon,97477,West,7,5990.8,1227.51,2017-12-28,PLATINUM,kristen.hastings@example.com,2019-12-31 22:00:00+00:00
RM-19675,Robert Marley,Home Office,United States,Monroe,Louisiana,71203,South,5,5979.1,1902.54,2017-12-24,PLATINUM,robert.marley@example.com,2019-12-31 22:00:00+00:00
MC-17425,Mark Cousins,Home Office,United States,Mobile,Alabama,36608,South,9,5973.15,2144.0,2020-01-15,PLATINUM,mark.cousins@example.com,2020-01-15 06:30:00+00:00
KH-16510,Keith Herrera,Consumer,United States,San Francisco,California,94110,West,7,5952.86,656.12,2017-12-08,PLATINUM,keith.herrera@example.com,2019-12-31 22:00:00+00:00
DB-13060,Dave Brooks,Corporate,United States,Denver,Colorado,80202,West,10,5936.23,629.75,2020-01-15,PLATINUM,dave.brooks@example.com,2020-01-15 06:30:00+00:00
BF-11170,Ben Ferrer,Home Office,United States,Los Angeles,California,90045,West,11,5907.97,1538.21,2017-12-14,PLATINUM,ben.ferrer@unknown.local,2019-12-31 22:00:00+00:00
CP-12340,Christine Phan,Corporate,United States,New York City,New York,10024,East,8,5888.28,-1850.3,2017-07-23,PLATINUM,christine.phan@example.com,2019-12-31 22:00:00+00:00
EP-20133,Elena Petrova,Corporate,United States,Houston,Texas,77041,Central,4,5800.79,536.95,2020-01-15,PLATINUM,elena.petrova@example.com,2020-01-15 06:30:00+00:00
AH-20245,Alice Hale,Home Office,United States,Houston,Texas,77041,Central,7,5798.13,-71.64,2020-01-15,PLATINUM,alice.hale@example.com,2020-01-15 06:30:00+00:00
RO-19780,Rose O'Brian,Corporate,United States,Houston,Texas,77070,Central,9,5767.9,-1290.41,2020-01-15,PLATINUM,rose.obrian@example.com,2020-01-15 06:30:00+00:00
SC-20305,Sean Christensen,Corporate,United States,Unknown,Pennsylvania,19140,East,10,5750.79,326.78,2020-01-15,PLATINUM,sean.christensen@example.com,2020-01-15 06:30:00+00:00
JV-20238,Jonas Vaughn,Corporate,United States,Chicago,Illinois,60610,Central,1,5718.68,-244.63,2020-01-15,PLATINUM,jonas.vaughn@example.com,2020-01-15 06:30:00+00:00
BD-11320,Bill Donatelli,Unknown,United States,Los Angeles,California,90004,West,12,5718.52,1094.5,2017-11-27,PLATINUM,bill.donatelli@example.com,2019-12-31 22:00:00+00:00
AM-10705,Anne McFarland,Consumer,United States,Cranston,Rhode Island,02920,East,8,5664.02,1085.73,2017-07-21,PLATINUM,anne.mcfarland@example.com,2019-12-31 22:00:00+00:00
RB-19795,Ross Baird,Home Office,United States,Philadelphia,Pennsylvania,19120,East,8,5633.32,-461.73,2017-11-28,PLATINUM,ross.baird@example.com,2019-12-31 22:00:00+00:00
AA-10645,Anna Andreadi,Consumer,United States,Denver,Colorado,80202,West,7,5623.56,1169.52,2020-01-15,PLATINUM,anna.andreadi@unknown.local,2020-01-15 06:30:00+00:00
AA-10315,Alex Avila,Consumer,United States,Round Rock,Texas,78664,Central,5,5563.56,-362.88,2017-06-29,PLATINUM,alex.avila@example.com,2019-12-31 22:00:00+00:00
SM-20950,Suzanne McNair,Corporate,United States,Philadelphia,Pennsylvania,19134,East,12,5563.39,581.57,2017-12-05,PLATINUM,suzanne.mcnair@example.com,2019-12-31 22:00:00+00:00
NP-18325,Naresj Patel,Consumer,United States,New York City,New York,10024,East,6,5529.62,1208.89,2017-12-05,PLATINUM,naresj.patel@example.com,2019-12-31 22:00:00+00:00
AC-10450,Amy Cox,Consumer,United States,New York City,New York,10011,East,7,5527.85,1366.01,2017-12-19,PLATINUM,amy.cox@example.com,2019-12-31 22:00:00+00:00
MH-18115,Mick Hernandez,Home Office,United States,Jackson,Michigan,49201,Central,9,5503.09,170.97,2017-12-25,PLATINUM,mick.hernandez@example.com,2019-12-31 22:00:00+00:00
DP-13390,Dennis Pardue,Home Office,United States,North Las Vegas,Nevada,89031,West,9,5480.72,1571.83,2017-01-06,PLATINUM,dennis.pardue@example.com,2019-12-31 22:00:00+00:00
EP-13915,Emily Phan,Consumer,United States,Houston,Texas,77036,Central,17,5478.06,144.96,2017-12-18,PLATINUM,emily.phan@example.com,2019-12-31 22:00:00+00:00
YC-21895,Yoseph Carroll,Corporate,United States,Newark,Delaware,19711,East,5,5454.35,1305.63,2017-12-26,PLATINUM,yoseph.carroll@example.com,2019-12-31 22:00:00+00:00
SP-20620,Stefania Perrino,Corporate,United States,Philadelphia,Pennsylvania,19134,East,9,5440.32,-270.43,2017-11-13,PLATINUM,stefania.perrino@example.com,2019-12-31 22:00:00+00:00
LW-17215,Luke Weiss,Consumer,United States,Rochester,New York,14609,East,7,5420.51,837.24,2017-12-09,PLATINUM,luke.weiss@example.com,2020-01-15 06:30:00+00:00
CP-12085,Cathy Prescott,Corporate,United States,Springfield,Missouri,65807,Central,8,5402.25,427.03,2017-10-09,PLATINUM,cathy.prescott@example.com,2019-12-31 22:00:00+00:00
TS-21205,Thomas Seio,Corporate,United States,Nashville,Tennessee,37211,South,7,5371.09,862.89,2017-06-15,PLATINUM,thomas.seio@example.com,2019-12-31 22:00:00+00:00
TT-21460,Tonja Turnell,Home Office,United States,Richmond,Indiana,47374,Central,7,5364.81,1124.5,2017-12-18,PLATINUM,tonja.turnell@example.com,2019-12-31 22:00:00+00:00
MW-18220,Mitch Webber,Unknown,United States,New York City,New York,10011,East,7,5341.9,1238.42,2017-12-13,PLATINUM,mitch.webber@example.com,2019-12-31 22:00:00+00:00
TP-21415,Tom Prescott,Consumer,United States,Houston,Texas,77070,Central,5,5329.0,-1087.39,2017-09-17,PLATINUM,tom.prescott@example.com,2019-12-31 22:00:00+00:00
FW-20182,Felix Weber,Home Office,United States,Chicago,Illinois,60610,Central,11,5324.13,711.74,2020-01-15,PLATINUM,felix.weber@example.com,2020-01-15 06:30:00+00:00
DA-20084,Dev Ali,Consumer,United States,Philadelphia,Pennsylvania,19140,East,10,5290.66,644.67,2020-01-15,PLATINUM,dev.ali@example.com,2020-01-15 06:30:00+00:00
TW-21025,Tamara Willingham,Home Office,United States,Seattle,Washington,98105,West,7,5278.83,737.39,2017-10-27,PLATINUM,tamara.willingham@example.com,2019-12-31 22:00:00+00:00
DW-13480,Dianna Wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,5,5271.63,1348.76,2017-05-27,PLATINUM,dianna.wilson@example.com,2019-12-31 22:00:00+00:00
JK-15730,Joe Kamberova,Consumer,United States,Des Plaines,Illinois,60016,Central,11,5258.07,65.61,2020-01-15,PLATINUM,joe.kamberova@example.com,2020-01-15 06:30:00+00:00
HR-14830,Harold Ryan,Corporate,United States,Seattle,Washington,98103,West,7,5248.79,1196.95,2017-07-24,PLATINUM,harold.ryan@example.com,2019-12-31 22:00:00+00:00
SC-20725,Steven Cartwright,Consumer,United States,Houston,Texas,77070,Central,11,5226.21,1276.65,2017-06-26,PLATINUM,steven.cartwright@example.com,2019-12-31 22:00:00+00:00
TD-20091,Tara Dutta,Corporate,United States,Unknown,Arizona,85023,West,9,5220.67,171.95,2020-01-15,PLATINUM,tara.dutta@example.com,2020-01-15 06:30:00+00:00
RP-19390,Resi Pölking,Consumer,United States,Seattle,Washington,98103,West,12,5153.08,465.25,2017-11-27,PLATINUM,resi.polking@example.com,2019-12-31 22:00:00+00:00
BW-11110,Bart Watters,Corporate,United States,Austin,Texas,78701,Central,10,5091.62,1249.52,2020-01-15,PLATINUM,bart.watters@example.com,2020-01-15 06:30:00+00:00
MP-18175,Mike Pelletier,Home Office,United States,Milwaukee,Wisconsin,53209,Central,9,5087.92,226.45,2017-12-14,PLATINUM,mike.pelletier@example.com,2019-12-31 22:00:00+00:00
IL-15100,Ivan Liston,Consumer,United States,Columbus,Indiana,47201,Central,7,5040.74,1121.94,2017-08-10,PLATINUM,ivan.liston@example.com,2019-12-31 22:00:00+00:00
AT-20301,Amara Torres,Corporate,United States,Houston,Texas,77041,Central,11,5039.96,-78.34,2020-01-15,PLATINUM,amara.torres@example.com,2020-01-15 06:30:00+00:00
KL-16555,Kelly Lampkin,Corporate,United States,Colorado Springs,Colorado,80906,West,8,5016.49,-182.78,2017-12-14,PLATINUM,kelly.lampkin@example.com,2019-12-31 22:00:00+00:00
